EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522174829838603776,264.5066755612,-1.2728890837,131.3600622776,-45.00686505533,0.5822,0.0643,-5.286,0.07,2.973,0.075,17.489643,0.002889,1.872185,,,0.019086
Gaia EDR3 5522175005941839360,264.490006303,-1.2211675328,131.40257705055,-44.96160357871,0.569,0.05,-4.219,0.058,3.986,0.057,16.931984,0.002839,1.684746,,,0.027018
Gaia EDR3 5522175070356813696,264.4774254884,-1.2281278531,131.38380700725,-44.95610445273,0.3621,0.1569,-3.794,0.17,3.907,0.175,18.832912,0.003393,2.173668,,,0.083625
Gaia EDR3 5522175104716241920,264.4961591352,-1.3257429968,131.29228752664,-45.03154107247,0.5866,0.0865,-5.283,0.097,3.653,0.106,18.006464,0.00301,1.788444,,,0.034375
Gaia EDR3 5522175109021044480,264.4990875016,-1.3245094594,131.29623158716,-45.03306531713,0.5295,0.0366,-4.466,0.041,2.919,0.044,16.543411,0.002803,1.503992,,,0.01088
Gaia EDR3 5522175139076032896,264.4892242181,-1.3123439085,131.30102369235,-45.01777605487,0.3222,0.1383,-4.222,0.154,3.748,0.171,18.764683,0.003262,2.583998,,,0.088309
Gaia EDR3 5522175139076059520,264.4885686375,-1.3026015021,131.31123382959,-45.0111998133,0.3861,0.1097,-3.595,0.123,2.656,0.133,18.211143,0.003191,2.067715,,,0.032478
Gaia EDR3 5522175143380782080,264.4857428109,-1.3049561257,131.30613988514,-45.01045403719,0.4084,0.0401,-3.634,0.045,3.286,0.047,16.594805,0.002816,1.752273,,,0.011143
Gaia EDR3 5522175212097273088,264.4768366037,-1.3062705714,131.29684743577,-45.00430233616,0.6313,0.0592,-4.692,0.067,2.156,0.07,17.263254,0.003066,1.593368,,,0.06367
Gaia EDR3 5522175242155319424,264.4839049668,-1.2884897046,131.32274994224,-44.99876668643,0.4012,0.1848,-3.533,0.285,3.015,0.23,18.94217,0.003856,,,,
Gaia EDR3 5522175315179473024,264.4696655427,-1.28673352,131.3121632666,-44.98653190937,0.4229,0.0883,-3.615,0.098,2.982,0.102,18.013105,0.00296,1.802979,,,0.024303
Gaia EDR3 5522175418258686080,264.4670025063,-1.3078979036,131.28639435565,-44.99761834405,0.675,0.0165,-4.231,0.02,3.853,0.018,14.684014,0.002762,1.097076,,,0.007008
Gaia EDR3 5522175448313725056,264.4613945312,-1.3257332783,131.26171280101,-45.00432312746,0.4068,0.11,-3.819,0.126,3.839,0.136,18.322723,0.003053,2.325478,,,0.047803
Gaia EDR3 5522175551394345088,264.460732127,-1.2730036123,131.31949539701,-44.97099561401,0.3543,0.1186,-3.855,0.134,3.484,0.142,18.4079,0.003129,2.173201,,,0.06344
Gaia EDR3 5522175585752843136,264.4382370819,-1.289076277,131.28193184268,-44.96339387085,0.3413,0.152,-4.832,0.174,3.813,0.179,18.812183,0.004183,2.044208,,,0.087731
Gaia EDR3 5522175590057375872,264.443041923,-1.2928664205,131.28196175755,-44.969512655,0.4388,0.0274,-4.111,0.03,3.808,0.03,14.026547,0.002789,2.180316,,,0.007356
Gaia EDR3 5522175276515110784,264.4805410072,-1.2727582512,131.33719684203,-44.98634068067,0.5584,0.112,-3.934,0.122,2.871,0.131,18.375954,0.003178,1.860508,,,0.038409
Gaia EDR3 5522175723191768320,264.4655880649,-1.2683935633,131.32886701849,-44.97192496712,0.2968,0.1054,-4.674,0.116,3.21,0.122,18.219193,0.003102,1.927498,,,0.040033
Gaia EDR3 5522175727496335488,264.4670141036,-1.2593325208,131.34014373258,-44.96739886338,0.409,0.0494,-4.904,0.053,3.562,0.052,16.867798,0.002832,1.862662,,,0.0132
Gaia EDR3 5522175796215817088,264.4748807246,-1.2325698724,131.37665708835,-44.95688219575,0.3454,0.0532,-3.522,0.058,3.175,0.06,17.140211,0.002856,1.75277,,,0.01565
Gaia EDR3 5522176101149078400,264.4446100651,-1.2235627067,131.35997582478,-44.92759724785,0.4104,0.0548,-4.704,0.06,2.767,0.062,17.130064,0.00286,1.878099,,,0.020157
Gaia EDR3 5522176307307369856,264.5068661273,-1.2031636538,131.43732347984,-44.96355818203,0.5975,0.0569,-4.673,0.063,2.748,0.067,17.20607,0.002857,1.656891,,,0.015901
Gaia EDR3 5522176586490016128,264.4703032867,-1.1932197826,131.41610417461,-44.92877909543,0.4769,0.0132,-4.387,0.014,3.969,0.014,13.962161,0.002762,0.947974,,,0.006763
Gaia EDR3 5522176586490016512,264.475214657,-1.1958592673,131.4175131026,-44.93426389651,0.5377,0.0103,-4.39,0.011,2.932,0.011,12.365577,0.002761,2.026063,26.56,0.4,0.006707
Gaia EDR3 5522176620849750656,264.4834136805,-1.1742884332,131.44855272715,-44.92722100112,0.2886,0.0676,-4.736,0.076,3.914,0.074,17.50897,0.002893,1.873253,,,0.020371
Gaia EDR3 5522176655209486848,264.4806953559,-1.1668953064,131.45431982829,-44.92048523105,0.3139,0.0889,-4.281,0.101,2.643,0.104,17.928694,0.003019,2.922338,,,0.0393
Gaia EDR3 5522176792648086400,264.4939309732,-1.1392615652,131.49647471883,-44.91358278905,0.4844,0.1637,-3.874,0.195,3.967,0.2,18.918083,0.003524,2.053677,,,0.066589
Gaia EDR3 5522176895727306624,264.5016368127,-1.1332540395,131.50989354824,-44.91585137124,0.5889,0.0234,-4.809,0.026,2.954,0.028,15.262094,0.002773,1.326883,,,0.00749
Gaia EDR3 5522176960142681344,264.4776211215,-1.1236455707,131.49932864112,-44.89109544812,0.4361,0.1218,-3.498,0.133,2.443,0.144,18.431654,0.003155,2.075108,,,0.051099
Gaia EDR3 5522177067525986816,264.476614411,-1.1382667932,131.48231566333,-44.89943471819,0.432,0.0316,-4.091,0.035,3.314,0.035,16.017405,0.002788,1.64885,,,0.009474
Gaia EDR3 5522177273684413312,264.449683235,-1.0992294318,131.50164032122,-44.85403204502,0.2507,0.0206,-3.808,0.021,2.837,0.024,15.024755,0.002774,1.48704,,,0.007416
Gaia EDR3 5522177544258226304,264.4447253871,-1.1668732293,131.42267841888,-44.89235912109,0.3906,0.1153,-4.711,0.132,3.01,0.132,18.388048,0.003159,1.805553,,,0.036676
Gaia EDR3 5522177681697178496,264.4235767382,-1.1945452139,131.37352997867,-44.89307082736,0.5297,0.1012,-3.497,0.108,2.955,0.11,16.81919,0.00306,1.866195,,,0.012924
Gaia EDR3 5522177716059992192,264.4276572444,-1.1733215447,131.40054707054,-44.88303589882,0.2499,0.1663,-4.055,0.186,3.028,0.184,18.877138,0.00345,2.000353,,,0.053528
Gaia EDR3 5522177720358061056,264.4341521144,-1.1773985737,131.40175965612,-44.890654932,0.2716,0.125,-3.501,0.152,3.779,0.15,18.472656,0.003254,1.820896,,,0.053746
Gaia EDR3 5522177887855709568,264.4376564314,-1.1305710656,131.45650486553,-44.86419439001,0.3621,0.1297,-4.737,0.14,3.201,0.152,18.567467,0.003301,1.866394,,,0.03837
Gaia EDR3 5522178029598647040,264.4299689019,-1.1095075031,131.47296129783,-44.84504615337,0.262,0.0164,-3.438,0.017,2.399,0.02,14.44232,0.002781,2.756979,,,0.007129
Gaia EDR3 5522178197093420672,264.404739296,-1.1377428752,131.41964430542,-44.84294056009,0.3029,0.0894,-4.546,0.095,3.345,0.096,17.830414,0.002962,1.777744,,,0.021631
Gaia EDR3 5522178201397326464,264.4007609001,-1.1475640798,131.40531636872,-44.84595306287,0.2393,0.0272,-5.162,0.03,3.712,0.029,15.66119,0.0028,2.585005,,,0.0092
Gaia EDR3 5522178235757064960,264.3946379833,-1.1332942749,131.41566986624,-44.83227080684,0.604,0.0289,-4.303,0.029,3.269,0.03,15.86523,0.002785,1.935229,,,0.008446
Gaia EDR3 5522178265812905600,264.4141591968,-1.1218357501,131.44546505425,-44.84038347729,0.3664,0.116,-3.52,0.12,2.7,0.138,18.119003,0.003235,1.82284,,,0.027198
Gaia EDR3 5522178334532415232,264.4041966841,-1.1184646786,131.44042039768,-44.83049507597,0.5037,0.0279,-4.744,0.028,3.816,0.033,15.702304,0.002784,1.286037,,,0.008328
Gaia EDR3 5522178407556129536,264.6074793854,-1.114444984,131.62407657826,-44.9867185577,0.4151,0.0192,-4.485,0.021,3.064,0.024,15.030694,0.002772,1.38856,,,0.007165
Gaia EDR3 5522178437611156480,264.5971940757,-1.0900710991,131.6418675763,-44.96344975305,0.6329,0.0809,-4.283,0.103,3.93,0.1,17.82965,0.002946,1.825972,,,0.024581
Gaia EDR3 5522178506330659200,264.5899070022,-1.0939495324,131.63115027257,-44.96019129323,0.4914,0.0197,-4.741,0.023,3.846,0.024,15.014442,0.002767,1.17302,,,0.007017
Gaia EDR3 5522178510631946368,264.5918420533,-1.0928572935,131.6340648259,-44.96101766714,0.6365,0.1456,-4.07,0.178,2.45,0.187,18.839136,0.003398,2.138065,,,0.050974
Gaia EDR3 5522178544994802304,264.5927346512,-1.0815260404,131.64734684985,-44.95462565696,0.3914,0.0757,-4.123,0.089,2.841,0.093,17.675812,0.002918,2.237267,,,0.02074
Gaia EDR3 5522178781208692608,264.5542886845,-1.0848887288,131.6096756806,-44.92673579984,0.6806,0.1454,-4.998,0.161,3.797,0.183,18.687565,0.003366,2.070892,,,0.07012
Gaia EDR3 5522178884287897344,264.5597678734,-1.0819398402,131.61776442274,-44.92916696686,0.5056,0.1739,-4.97,0.201,3.066,0.208,18.991867,0.003961,2.351988,,,0.055119
Gaia EDR3 5522179571482707840,264.5319276699,-1.0970342234,131.57654975776,-44.91687751271,0.5148,0.1568,-3.729,0.184,3.81,0.197,18.883112,0.003452,2.417727,,,0.077297
Gaia EDR3 5522179571482717440,264.530623215,-1.0956284016,131.57694855031,-44.91498078835,0.4732,0.1269,-4.054,0.141,2.355,0.157,18.57256,0.00329,2.096932,,,0.049031
Gaia EDR3 5522179640203245056,264.5379614547,-1.0745336357,131.60667422903,-44.90752136918,0.256,0.1482,-3.879,0.181,3.67,0.173,18.773432,0.00349,2.021278,,,0.07373
Gaia EDR3 5522179812000947584,264.5181498298,-1.0871826925,131.57525352072,-44.89996687179,0.3809,0.1121,-4.53,0.115,3.054,0.136,18.33479,0.003156,1.857534,,,0.040138
Gaia EDR3 5522179812001937536,264.5062678846,-1.0789033701,131.57389749361,-44.88551853221,0.4204,0.1317,-5.275,0.137,3.558,0.157,18.401516,0.003205,1.916063,,,0.044806
Gaia EDR3 5522182801299177088,264.4826258636,-1.0970869614,131.53301783358,-44.87842129562,0.3394,0.0758,-3.606,0.08,3.229,0.092,17.723822,0.002926,2.157551,,,0.024662
Gaia EDR3 5522182904377537792,264.4676201969,-1.0792708767,131.53942806505,-44.85557702328,0.2805,0.0584,-3.492,0.06,3.685,0.07,17.216835,0.002867,1.931919,,,0.017361
Gaia EDR3 5522182908681516928,264.4694665574,-1.0866284541,131.53294854661,-44.8616140821,0.3935,0.0249,-4.629,0.025,3.303,0.029,15.52985,0.002771,1.167862,,,0.007412
Gaia EDR3 5522183110535998336,264.4543706687,-1.0810100496,131.52584203303,-44.8463173242,0.4933,0.1618,-4.308,0.16,2.934,0.195,18.903727,0.003395,2.051493,,,0.059582
Gaia EDR3 5522183114839943424,264.4528586311,-1.0745087028,131.53167186796,-44.8410764506,0.553,0.0663,-4.876,0.069,2.131,0.082,17.477446,0.002873,1.722645,,,0.017936
Gaia EDR3 5522183935169788160,264.4264025031,-1.0812734707,131.50093135183,-44.82463884759,0.3762,0.1525,-5.109,0.174,3.51,0.195,18.852797,0.003376,2.104698,,,0.064895
Gaia EDR3 5522183935169796992,264.4237090689,-1.0800087376,131.49995428613,-44.82174553069,0.3656,0.1413,-3.443,0.151,3.98,0.181,18.777563,0.003401,2.411018,,,0.05591
Gaia EDR3 5522183969530300416,264.4147944039,-1.0847622716,131.48687542317,-44.81774896839,0.3198,0.1429,-3.787,0.155,3.287,0.178,18.737398,0.003308,2.113756,,,0.062719
Gaia EDR3 5522184008193123712,264.4154945387,-1.0761216944,131.49700780937,-44.81290272674,0.5339,0.0619,-5.315,0.065,3.98,0.079,17.329227,0.002885,2.110663,,,0.016754
Gaia EDR3 5522187203649949696,264.5742188684,-1.7848197619,130.84977029758,-45.37741650113,0.3402,0.0621,-4.162,0.064,2.597,0.068,17.442558,0.002875,1.498253,,,0.019149
Gaia EDR3 5522187306729137664,264.5510788318,-1.7778069818,130.83727970088,-45.3548973428,0.3162,0.0773,-3.661,0.078,3.029,0.082,17.662233,0.002947,1.539125,,,0.019843
Gaia EDR3 5522187375448640512,264.5494448959,-1.7395636902,130.87862088575,-45.329979792,0.5791,0.0891,-4.366,0.094,2.85,0.09,17.91573,0.00323,1.868681,,,0.028879
Gaia EDR3 5522187444168102144,264.5446407002,-1.7490500267,130.86379139689,-45.33206860418,0.586,0.0187,-4.861,0.019,3.943,0.021,15.024999,0.002767,1.040789,,,0.006964
Gaia EDR3 5522187444168204288,264.5384324478,-1.7477215375,130.85982197035,-45.32636915141,0.4308,0.0348,-4.175,0.035,3.112,0.039,16.2944,0.002795,1.349402,,,0.009266
Gaia EDR3 5522187581607022720,264.5309179672,-1.7734861703,130.82440332832,-45.33638142228,0.425,0.05,-3.624,0.051,2.935,0.05,16.796444,0.002821,1.286873,,,0.011284
Gaia EDR3 5522187646023452160,264.5238150533,-1.7458191044,130.849108763,-45.31370646561,0.5108,0.1589,-5.052,0.151,3.786,0.198,18.753942,0.003302,2.048807,,,0.049822
Gaia EDR3 5522187646023460480,264.5238109238,-1.7421549949,130.85320169826,-45.31143907868,0.3573,0.1025,-5.241,0.099,3.988,0.129,18.113907,0.003079,1.913038,,,0.035526
Gaia EDR3 5522187684686371072,264.514393804,-1.7609956055,130.82386520504,-45.31567733206,0.2375,0.0401,-4.923,0.04,3.773,0.043,16.537903,0.002813,2.30395,,,0.015745
Gaia EDR3 5522187753405776128,264.5510287404,-1.7240884062,130.89731281554,-45.32165612947,0.294,0.0391,-4.259,0.04,3.93,0.044,16.358795,0.002793,1.324316,,,0.008817
Gaia EDR3 5522187783462403328,264.5538986675,-1.7107002839,130.91479785034,-45.31563052534,0.6189,0.144,-4.118,0.144,3.394,0.178,18.520576,0.003206,1.657648,,,0.032671
Gaia EDR3 5522187787765521664,264.5494034639,-1.710830163,130.91070076709,-45.31218021634,0.4018,0.0617,-3.757,0.063,2.116,0.066,17.420816,0.002872,1.577425,,,0.018233
Gaia EDR3 5522187925204478976,264.5388292669,-1.6837334484,130.93167288307,-45.28711364758,0.4889,0.0185,-4.016,0.019,2.805,0.02,14.963282,0.002768,0.964894,,,0.00694
Gaia EDR3 5522188092700150528,264.5050605816,-1.7272054731,130.85344641615,-45.28746593254,0.4026,0.0844,-3.539,0.087,3.225,0.089,17.862797,0.003033,1.555954,,,0.024554
Gaia EDR3 5522188161419628928,264.5217570734,-1.7032885083,130.89483088767,-45.28580013094,0.3494,0.1601,-3.929,0.165,2.943,0.197,18.72236,0.003516,1.917633,,,0.066402
Gaia EDR3 5522188200082348032,264.5084869082,-1.6783322341,130.91104227139,-45.25994270006,0.4136,0.0378,-4.304,0.039,3.644,0.041,16.35628,0.002812,2.076164,,,0.009871
Gaia EDR3 5522188333218231424,264.5052570872,-1.7622638518,130.81442635031,-45.30927818838,0.3406,0.1074,-3.707,0.104,2.302,0.131,18.160557,0.00309,1.87339,,,0.028634
Gaia EDR3 5522188371880958336,264.4984848058,-1.779159828,130.7895843705,-45.31438609081,0.3233,0.0596,-4.79,0.06,2.981,0.061,17.245068,0.002852,1.43507,,,0.014345
Gaia EDR3 5522188509321146880,264.4898643266,-1.7514457837,130.81301455222,-45.29049631361,0.4019,0.1484,-4.709,0.144,3.864,0.2,18.729788,0.003515,1.631319,,,0.040439
Gaia EDR3 5522188608095164416,264.4797829373,-1.7609392229,130.7935560834,-45.28843204761,0.3587,0.1394,-3.655,0.137,3.927,0.175,18.628036,0.003343,1.624088,,,0.048254
Gaia EDR3 5522188612399111680,264.477254127,-1.7693322738,130.78195263269,-45.29162479128,0.2683,0.0564,-3.495,0.057,3.26,0.058,16.867434,0.002876,1.457842,,,0.010989
Gaia EDR3 5522188646758837248,264.4715226487,-1.7807690216,130.76413509312,-45.29417587798,0.4256,0.1166,-5.036,0.111,2.885,0.154,18.360146,0.003159,1.650991,,,0.037603
Gaia EDR3 5522188681118574848,264.4626162902,-1.7644855073,130.774537271,-45.27712193542,0.3887,0.0292,-4.676,0.03,2.814,0.032,16.018208,0.002784,1.351232,,,0.008488
Gaia EDR3 5522188818557536768,264.452064287,-1.7290746919,130.80486400511,-45.24696371844,0.7032,0.0596,-4.242,0.061,2.815,0.065,17.280516,0.002936,1.678473,,,0.013885
Gaia EDR3 5522188848614424448,264.5020168126,-1.7193120635,130.85959422207,-45.28019602636,0.281,0.1705,-3.986,0.156,3.177,0.196,18.881931,0.003524,1.876791,,,0.056198
Gaia EDR3 5522188852917324800,264.4897448006,-1.7209471751,130.8469954228,-45.27156239626,0.2397,0.051,-3.537,0.05,3.169,0.053,16.83569,0.00283,1.584167,,,0.010605
Gaia EDR3 5522188955996537344,264.4795113158,-1.7041216171,130.85680934573,-45.25312291337,0.4601,0.0399,-4.657,0.04,3.466,0.043,16.523716,0.002809,1.470439,,,0.010653
Gaia EDR3 5522189054772986496,264.4772272287,-1.6918401679,130.86851872464,-45.24373748959,0.317,0.1164,-4.308,0.115,3.22,0.15,18.234844,0.003092,1.792572,,,0.042158
Gaia EDR3 5522189093435491200,264.468088134,-1.6817899496,130.87171896965,-45.23034423921,0.4554,0.0374,-4.689,0.038,2.471,0.044,16.351316,0.002806,1.768598,,,0.01026
Gaia EDR3 5522189157852212736,264.4641201034,-1.7031544197,130.84438671782,-45.2404296342,0.3454,0.0547,-4.004,0.057,3.044,0.061,17.000267,0.00292,1.790308,,,0.012596
Gaia EDR3 5522189299593910784,264.4583917377,-1.6753288879,130.87042359721,-45.21873164564,0.4955,0.0126,-4.07,0.013,3.049,0.015,13.87814,0.002761,0.975781,,,0.006755
Gaia EDR3 5522189437032980096,264.5402888257,-1.6587479342,130.96084861426,-45.27279750549,0.5634,0.0192,-4.146,0.021,2.95,0.021,14.996387,0.002768,1.196116,,,0.007028
Gaia EDR3 5522189471392695808,264.5211206213,-1.6653718719,130.93660773663,-45.26184675028,0.4729,0.0295,-3.597,0.032,3.36,0.032,15.956607,0.002783,1.238174,,,0.007941
Gaia EDR3 5522189505752434688,264.5183944011,-1.6595994383,130.94065432787,-45.25613416963,0.359,0.0415,-4.677,0.042,2.576,0.044,16.58903,0.002811,1.564302,,,0.009234
Gaia EDR3 5522189608831660160,264.5128566033,-1.632842161,130.96563846039,-45.23522563361,0.4353,0.0321,-4.286,0.033,3.442,0.035,16.130878,0.002795,1.26688,,,0.008388
Gaia EDR3 5522189677551107584,264.5110242729,-1.6712574817,130.92116823835,-45.25755936481,0.5083,0.0505,-4.465,0.052,2.954,0.052,16.957043,0.002852,1.561014,,,0.01407
Gaia EDR3 5522189707608032384,264.5019405656,-1.6557934129,130.93044653606,-45.24085868652,0.686,0.0986,-5.405,0.107,2.278,0.12,18.10579,0.003097,1.684052,,,0.039044
Gaia EDR3 5522189741966205312,264.4888324822,-1.66366925,130.91014804582,-45.23543607402,0.5189,0.0868,-3.553,0.091,2.875,0.107,17.914421,0.002956,1.700171,,,0.024112
Gaia EDR3 5522189746262053760,264.489006325,-1.6683155892,130.9051158006,-45.23844632978,0.5355,0.1751,-3.772,0.178,3.899,0.188,18.958338,0.003496,1.840536,,,0.086414
Gaia EDR3 5522189776327561984,264.4872582953,-1.6524339744,130.92130121409,-45.22724992212,0.2554,0.1619,-3.478,0.164,3.424,0.218,18.829231,0.003458,1.827421,,,0.043325
Gaia EDR3 5522189814981710464,264.5049152467,-1.6451513106,130.94493198015,-45.23660945562,0.6885,0.16,-4.928,0.159,3.273,0.172,18.89742,0.003507,2.142777,,,0.061858
Gaia EDR3 5522189879406828544,264.4867292555,-1.635467104,130.93976081184,-45.21633685483,0.5163,0.0463,-4.338,0.049,3.061,0.051,16.805346,0.00284,1.337252,,,0.009706
Gaia EDR3 5522190089868019072,264.5156032332,-1.5892982154,131.01659215007,-45.21041493468,0.539,0.0113,-3.904,0.012,2.502,0.013,13.683346,0.002863,0.939265,,,0.008484
Gaia EDR3 5522190227306935040,264.4833954527,-1.6007588719,130.97552310288,-45.19223589929,0.3056,0.0882,-4.584,0.095,2.947,0.095,17.627855,0.003055,1.598867,,,0.021205
Gaia EDR3 5522190257362292608,264.4921859902,-1.5945799986,130.99012897582,-45.19530960562,0.3531,0.1316,-3.566,0.138,3.69,0.163,18.41898,0.003209,1.641958,,,0.034685
Gaia EDR3 5522190257362292736,264.4931289711,-1.5937184944,130.99191724263,-45.19551617713,0.2426,0.1649,-5.355,0.174,2.589,0.205,18.829056,0.003431,1.878014,,,0.049469
Gaia EDR3 5522190257364011520,264.4938852814,-1.6012704137,130.98416676819,-45.20078645813,0.3466,0.1376,-3.74,0.13,3.609,0.158,18.442678,0.00322,1.714689,,,0.035675
Gaia EDR3 5522190257364048768,264.4869081212,-1.596361066,130.98350843049,-45.19227004189,0.3981,0.1243,-3.52,0.127,3.495,0.158,18.441973,0.003151,1.944065,,,0.039022
Gaia EDR3 5522190291722033536,264.4759302944,-1.6037473897,130.96563765962,-45.18822594758,0.4008,0.169,-4.577,0.168,2.65,0.181,18.97965,0.003508,1.876278,,,0.057183
Gaia EDR3 5522190291723790208,264.4764140229,-1.6074781801,130.96190494376,-45.19091520807,0.4599,0.1432,-3.716,0.145,3.196,0.185,18.677675,0.00331,1.650038,,,0.038146
Gaia EDR3 5522190296017987968,264.4794681129,-1.6137068799,130.95764470373,-45.19716848267,0.3171,0.1318,-4.972,0.135,3.933,0.166,18.537012,0.003331,1.774416,,,0.043249
Gaia EDR3 5522190296026401920,264.4791880033,-1.6060617884,130.96591906685,-45.19221611696,0.5072,0.0142,-4.373,0.016,3.115,0.016,14.289316,0.002765,0.776173,,,0.0068
Gaia EDR3 5522190360443343360,264.4810559721,-1.5754273259,131.0016870343,-45.17471241153,0.6425,0.0178,-4.011,0.02,2.904,0.021,14.854983,0.002764,1.078191,,,0.007054
Gaia EDR3 5522190502184792320,264.4829989578,-1.6696881624,130.89831046453,-45.23457635863,0.3314,0.1007,-3.692,0.111,3.155,0.114,15.116273,0.002999,1.427924,,,0.007295
Gaia EDR3 5522190600961389056,264.4594800286,-1.6467465564,130.90326461014,-45.20191421183,0.4294,0.0993,-4.876,0.101,3.617,0.129,18.11534,0.003043,2.20863,,,0.036442
Gaia EDR3 5522190605263996032,264.4667229434,-1.655395006,130.89997343405,-45.21295211194,0.5087,0.0408,-4.494,0.042,3.07,0.044,16.579046,0.002814,1.310873,,,0.009959
Gaia EDR3 5522190673983490688,264.4601441766,-1.6155968041,130.93857549241,-45.18316564879,0.4161,0.0397,-4.522,0.041,3.64,0.044,16.466078,0.002809,1.27309,,,0.008878
Gaia EDR3 5522190738400449792,264.4547220152,-1.6119260966,130.93790818169,-45.17663653268,0.6769,0.0525,-5.196,0.055,3.786,0.058,16.972246,0.002874,1.404026,,,0.014511
Gaia EDR3 5522190738400472448,264.4480848,-1.6111114825,130.93299246496,-45.17092054308,0.2783,0.0643,-4.142,0.069,3.67,0.071,17.48244,0.002905,1.591904,,,0.013996
Gaia EDR3 5522190777062665472,264.4491282819,-1.6540218143,130.88606968025,-45.19828118163,0.7219,0.0996,-3.815,0.103,3.971,0.108,17.874168,0.003031,1.687159,,,0.026844
Gaia EDR3 5522190811422406144,264.4479916564,-1.6473827495,130.89247716959,-45.19328314646,0.2917,0.042,-3.692,0.046,3.128,0.047,11.57501,0.0047,4.713767,,,0.033132
Gaia EDR3 5522190811422407680,264.4509290045,-1.6497341717,130.89243119265,-45.19704466341,0.54,0.0153,-3.792,0.016,3.946,0.017,14.472991,0.002764,0.833014,,,0.006849
Gaia EDR3 5522190845782119424,264.4320582954,-1.6547179896,130.87032501504,-45.1853000883,0.7153,0.1052,-3.521,0.113,3.009,0.135,18.079473,0.003136,1.791693,,,0.024372
Gaia EDR3 5522190880133206528,264.4377677617,-1.6403115405,130.89139582119,-45.18087898746,0.2968,0.1405,-4.116,0.142,3.575,0.183,18.619019,0.003411,1.552252,,,0.058948
Gaia EDR3 5522190944558923648,264.4406308325,-1.6118784475,130.92559897841,-45.16554145344,0.6169,0.1194,-4.526,0.118,3.158,0.151,18.356562,0.003844,1.621771,,,0.042641
Gaia EDR3 5522190978918686976,264.4266115301,-1.6237110048,130.90011886127,-45.16184953128,0.4376,0.0636,-4.813,0.071,2.887,0.07,17.3619,0.002863,1.392189,,,0.019489
Gaia EDR3 5522191013274637184,264.4166648313,-1.6112532773,130.90528072158,-45.14633172788,0.4233,0.1028,-4.136,0.105,3.009,0.12,18.064901,0.003078,1.617905,,,0.042011
Gaia EDR3 5522191086291890432,264.4571101784,-1.5946660708,130.95923463899,-45.16782939623,0.5685,0.1127,-4.523,0.118,3.23,0.151,18.03677,0.003145,1.542402,,,0.051881
Gaia EDR3 5522191150717561856,264.4442137766,-1.59334347,130.9493914445,-45.15688553634,0.5578,0.1444,-4.352,0.147,3.84,0.191,18.55506,0.003813,1.859417,,,0.088943
Gaia EDR3 5522191189379594240,264.4618136367,-1.5806255551,130.97900164071,-45.16282920464,0.5209,0.0309,-4.518,0.034,2.945,0.035,16.083323,0.002785,1.221724,,,0.008325
Gaia EDR3 5522191219433113856,264.4446742617,-1.5602702848,130.98662128436,-45.13677163625,0.5021,0.0803,-4.398,0.092,3.134,0.094,17.772959,0.002964,1.551643,,,0.020908
Gaia EDR3 5522191219435180672,264.4508530404,-1.5652163679,130.9865381772,-45.14468423459,0.2486,0.1966,-4.884,0.226,2.82,0.239,18.956541,0.003589,1.644823,,,0.069894
Gaia EDR3 5522191292458780800,264.4336759347,-1.5658963323,130.97070888251,-45.13162222994,0.4794,0.2115,-3.566,0.231,3.252,0.246,18.435963,0.003803,1.969831,,,0.040041
Gaia EDR3 5522191326818498560,264.4329757707,-1.5971845268,130.93525504902,-45.15043838805,0.3816,0.0316,-4.661,0.038,3.465,0.036,16.093578,0.00279,1.214125,,,0.009178
Gaia EDR3 5522191429897687296,264.4088978004,-1.5842632059,130.92853316081,-45.12353525499,0.5039,0.0728,-3.82,0.083,3.182,0.082,17.693872,0.002924,1.75923,,,0.019404
Gaia EDR3 5522191498617202304,264.4202376754,-1.5555216879,130.97046830746,-45.11464997955,0.2708,0.0609,-3.851,0.069,3.847,0.065,17.243296,0.002878,1.943485,,,0.01717
Gaia EDR3 5522191567336661504,264.4057776991,-1.5524192197,130.96124124519,-45.10137769184,0.645,0.0108,-4.572,0.013,3.667,0.013,10.060015,0.002772,0.503238,,,0.006658
Gaia EDR3 5522191601696325248,264.4568175931,-1.7750243946,130.75766918418,-45.27906507361,0.436,0.036,-4.792,0.036,2.657,0.037,16.339794,0.002793,1.25666,,,0.010094
Gaia EDR3 5522191601696325632,264.4589199788,-1.778498918,130.75562602488,-45.28286261355,0.2886,0.0612,-3.47,0.06,3.693,0.061,17.286268,0.002868,1.954893,,,0.020265
Gaia EDR3 5522191837910122752,264.4257071934,-1.7357744389,130.77428137464,-45.23037470299,0.4871,0.0826,-4.442,0.084,2.539,0.09,17.834578,0.002951,1.768585,,,0.021246
Gaia EDR3 5522191837910588160,264.4262654239,-1.7346239413,130.77605570963,-45.23010359588,0.4284,0.066,-4.053,0.068,2.595,0.073,17.447159,0.002901,1.711567,,,0.019109
Gaia EDR3 5522191910933952512,264.4302816718,-1.7610632279,130.75002783653,-45.24957824164,0.3148,0.0179,-4.08,0.019,3.462,0.02,14.389006,0.002765,1.054759,,,0.006804
