EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522095085190566272,264.4959948399,-1.964168044,130.58001268195,-45.42644886066,0.4511,0.1856,-4.328,0.22,3.154,0.196,18.971952,0.003633,1.633266,,,0.054557
Gaia EDR3 5522095119556426752,264.490751242,-2.0119630394,130.52170797383,-45.45171058475,0.3677,0.0373,-3.961,0.039,3.777,0.041,16.241499,0.002806,1.05106,,,0.009427
Gaia EDR3 5522095153909964160,264.4868583489,-1.9936188994,130.53891979181,-45.43736420457,0.4513,0.1849,-5.252,0.207,3.428,0.218,18.937197,0.00389,2.232195,,,0.069876
Gaia EDR3 5522095153916169728,264.4947422957,-1.9986131724,130.54021147229,-45.44664874111,0.2948,0.047,-4.888,0.05,3.657,0.049,16.62312,0.002819,1.320353,,,0.010972
Gaia EDR3 5522095291354862080,264.4809955136,-1.9585048301,130.5732333541,-45.41114707881,0.295,0.0965,-4.501,0.105,3.477,0.115,18.045353,0.00303,1.52401,,,0.028446
Gaia EDR3 5522095325714583936,264.4673823566,-1.9809790083,130.53607005608,-45.41424224898,0.5811,0.0629,-4.491,0.073,2.917,0.07,17.32692,0.00294,1.584971,,,0.017489
Gaia EDR3 5522095325714584320,264.4676096408,-1.9794727958,130.53796113674,-45.41349524784,0.5097,0.0252,-4.964,0.027,3.875,0.029,15.610486,0.002774,1.249449,,,0.007354
Gaia EDR3 5522095325714589184,264.4760826471,-1.9835019766,130.5408524387,-45.42265065527,0.7261,0.0179,-4.465,0.02,2.213,0.02,14.759617,0.002768,0.943562,,,0.007002
Gaia EDR3 5522095527565460096,264.4895613663,-1.9225917613,130.62105277637,-45.39579156585,0.6071,0.0247,-5.216,0.025,3.644,0.026,15.374421,0.002788,1.206279,,,0.007809
Gaia EDR3 5522095561925194752,264.4985480834,-1.9125536892,130.64019251846,-45.39668712302,0.6167,0.0855,-3.925,0.083,3.166,0.087,17.83599,0.002946,1.565416,,,0.018324
Gaia EDR3 5522095669311987840,264.4811923833,-1.9504887318,130.58240695832,-45.40637011388,0.4104,0.0326,-4.224,0.037,3.235,0.036,15.497893,0.002785,1.184195,,,0.007987
Gaia EDR3 5522095699364155136,264.4708782672,-1.9407651587,130.58428960397,-45.3922612952,0.5623,0.0884,-4.369,0.086,3.422,0.09,17.856747,0.003029,1.529755,,,0.023228
Gaia EDR3 5522095806750946816,264.4742037208,-1.9241951955,130.60579846909,-45.38468299015,0.3213,0.053,-4.587,0.052,3.574,0.061,16.823217,0.002867,1.348291,,,0.341059
Gaia EDR3 5522095836803133696,264.4658487989,-1.9097720084,130.6146619252,-45.36922364504,0.4569,0.1134,-3.612,0.118,2.718,0.12,17.721731,0.003345,1.427874,,,0.017611
Gaia EDR3 5522095836803141120,264.4685519512,-1.9012328098,130.62660711125,-45.36609495304,0.4405,0.1444,-3.708,0.142,3.356,0.18,18.584183,0.003318,1.590359,,,0.040797
Gaia EDR3 5522095836803146880,264.4579337318,-1.8991999821,130.61958711856,-45.35648113011,0.266,0.144,-3.489,0.138,3.469,0.187,18.548048,0.003272,1.713018,,,0.043288
Gaia EDR3 5522095836803147008,264.4572675181,-1.8978354211,130.62053388317,-45.3551162986,0.4022,0.1502,-3.476,0.135,3.481,0.191,18.707228,0.00343,1.895294,,,0.05145
Gaia EDR3 5522095841112335744,264.4575572792,-1.9030447088,130.61494587986,-45.35855172063,0.5148,0.1106,-4.897,0.109,3.979,0.143,18.20753,0.003177,1.722487,,,0.030067
Gaia EDR3 5522095909830149376,264.4509823233,-1.9105935505,130.60072270371,-45.35801991337,0.3566,0.0512,-3.459,0.052,2.977,0.056,16.849205,0.002866,2.297467,,,0.013081
Gaia EDR3 5522095978549604352,264.4627727497,-1.992638884,130.51893461036,-45.41777717967,0.6209,0.0146,-5.244,0.015,3.78,0.017,12.684932,0.002813,0.39607,,,0.007574
Gaia EDR3 5522096042963700224,264.4495025332,-1.9907111867,130.50948854947,-45.40613117391,0.3638,0.1766,-4.118,0.193,3.481,0.185,18.559584,0.003456,1.505903,,,0.044518
Gaia EDR3 5522096111676633600,264.451638529,-1.9577058468,130.54842806627,-45.38752289766,0.3023,0.1136,-3.673,0.114,3.793,0.144,18.231773,0.003097,1.557116,,,0.026711
Gaia EDR3 5522096180396588800,264.4356037419,-1.9547886276,130.53767293252,-45.37309181056,0.3071,0.1091,-4,0.113,3.38,0.141,18.224888,0.003086,1.629,,,0.025558
Gaia EDR3 5522096459585912448,264.4139317047,-1.9543013861,130.51926654991,-45.35571005391,0.2455,0.0757,-3.48,0.076,2.745,0.085,17.642977,0.002926,1.65959,,,0.026901
Gaia EDR3 5522096627073197312,264.4431773095,-1.9202492928,130.58305975297,-45.35781384782,0.4796,0.1544,-3.645,0.154,3.413,0.205,18.778957,0.003351,1.692082,,,0.042797
Gaia EDR3 5522096627073208704,264.4403097219,-1.9155670517,130.58580226739,-45.35267350059,0.3599,0.1723,-3.711,0.17,3.988,0.203,18.921764,0.003528,1.898516,,,0.051373
Gaia EDR3 5522096631384640768,264.4339160404,-1.9191071003,130.57623638547,-45.34981461096,0.4435,0.0777,-4.458,0.076,3.168,0.088,17.759035,0.002916,1.615789,,,0.02035
Gaia EDR3 5522096631384649728,264.4440566958,-1.9143655689,130.59042937927,-45.35488592263,0.5283,0.0247,-4.616,0.025,2.415,0.028,15.513941,0.002772,1.295568,,,0.00733
Gaia EDR3 5522096734463856000,264.4216386422,-1.8952891634,130.59220335924,-45.3254857818,0.4508,0.0464,-3.89,0.046,3.283,0.048,16.69063,0.002841,1.333139,,,0.011802
Gaia EDR3 5522096764512166272,264.4177067383,-1.9442447384,130.53385417059,-45.35250282029,0.4526,0.136,-3.859,0.137,2.76,0.176,18.537334,0.003244,1.567795,,,0.035236
Gaia EDR3 5522096768823570304,264.4207507589,-1.9451399798,130.53551145183,-45.35545248564,0.5322,0.0422,-3.85,0.043,2.386,0.046,16.603905,0.002813,1.251933,,,0.010465
Gaia EDR3 5522096867591444608,264.4029708441,-1.9201578727,130.54799210932,-45.32607707941,0.3642,0.097,-4.291,0.095,3.628,0.118,18.083931,0.003234,1.539478,,,0.028267
Gaia EDR3 5522096901951180672,264.4131315942,-1.9198672804,130.55720243327,-45.33390542057,0.2726,0.0997,-3.474,0.1,3.801,0.124,18.044334,0.003011,1.491627,,,0.034792
Gaia EDR3 5522096906262534144,264.4133037933,-1.9132021004,130.56482809088,-45.32994110663,0.4562,0.045,-3.608,0.044,3.179,0.048,16.50166,0.002838,1.333537,,,0.009366
Gaia EDR3 5522096940622272640,264.4043638738,-1.8957020259,130.57663092164,-45.31213061444,0.325,0.0702,-4.249,0.07,3.659,0.075,17.543133,0.002929,1.481693,,,0.017012
Gaia EDR3 5522097039393971328,264.4855437305,-1.8893460105,130.65482504456,-45.37215337962,0.2649,0.1412,-4.762,0.132,3.485,0.172,18.54548,0.003259,1.639091,,,0.046201
Gaia EDR3 5522097245552436608,264.4667857343,-1.8574362496,130.6741540481,-45.33772623251,0.3413,0.0799,-4.408,0.078,2.336,0.084,17.851297,0.002945,1.406036,,,0.018984
Gaia EDR3 5522097279912190336,264.4553941533,-1.8405571829,130.68308135388,-45.31835760299,0.4781,0.0823,-4.589,0.081,3.034,0.085,17.849516,0.003057,1.571999,,,0.022962
Gaia EDR3 5522097284213892352,264.4582902966,-1.8444883299,130.68121566331,-45.32305994011,0.4038,0.1336,-4.096,0.125,3.251,0.162,18.545912,0.003246,1.938545,,,0.057929
Gaia EDR3 5522097284219713024,264.462789408,-1.8513776653,130.67744026416,-45.33084700715,0.5485,0.1721,-4.508,0.163,3.327,0.185,18.955345,0.003481,1.674101,,,0.060387
Gaia EDR3 5522097348633784960,264.4593909513,-1.8750600146,130.6479264912,-45.34276253805,0.3759,0.0962,-3.918,0.087,3.427,0.117,18.035202,0.002999,1.727896,,,0.037721
Gaia EDR3 5522097352939176064,264.4536677863,-1.8766476192,130.64113460849,-45.33923412334,0.3402,0.0343,-3.701,0.032,3.478,0.036,16.208881,0.002795,1.905655,,,0.010522
Gaia EDR3 5522097451710881664,264.445913125,-1.8572511142,130.65607827433,-45.32118070938,0.3704,0.1485,-5.037,0.141,3.801,0.182,18.695475,0.003367,1.723347,,,0.048712
Gaia EDR3 5522097456018394624,264.4492640064,-1.8573587566,130.65889216502,-45.3238851094,0.421,0.0812,-3.698,0.08,2.819,0.085,17.842136,0.003055,1.459206,,,0.019739
Gaia EDR3 5522097486070622720,264.4508844834,-1.8406028304,130.67907987369,-45.31483612902,0.599,0.0895,-5.103,0.088,2.285,0.089,17.88933,0.002996,1.909204,,,0.02645
Gaia EDR3 5522097554790110464,264.4281790141,-1.8452551389,130.65398804411,-45.29982858893,0.2433,0.1459,-3.743,0.136,3.785,0.181,18.653917,0.00333,1.621307,,,0.05608
Gaia EDR3 5522097554790111232,264.4303903838,-1.8408969111,130.66080432299,-45.29888457363,0.509,0.1796,-4.109,0.173,2.867,0.209,18.959656,0.003477,1.773195,,,0.067382
Gaia EDR3 5522097593451594496,264.4734808576,-1.8307242002,130.70994199456,-45.32653036439,0.3231,0.0901,-3.869,0.087,2.492,0.089,17.926022,0.003049,1.530609,,,0.082829
Gaia EDR3 5522097593457372160,264.4727811665,-1.8311225158,130.70888266639,-45.3262253605,0.356,0.0476,-3.814,0.047,3.689,0.048,16.897987,0.002836,1.284967,,,0.011182
Gaia EDR3 5522097627817114240,264.472040762,-1.8214539332,130.71905958369,-45.31968104421,0.2722,0.028,-3.957,0.029,3.782,0.029,15.859422,0.002776,1.316606,,,0.007721
Gaia EDR3 5522097726588791168,264.471656012,-1.8107313073,130.73072572842,-45.31276553566,0.64,0.1397,-3.535,0.129,2.415,0.172,18.594017,0.003243,1.87468,,,0.035704
Gaia EDR3 5522097726588800256,264.4628806716,-1.8017152198,130.73312444336,-45.30030063318,0.2618,0.0691,-4.191,0.068,3.943,0.072,17.386751,0.002885,1.576132,,,0.022037
Gaia EDR3 5522097726588801408,264.4592067347,-1.8027371265,130.7287610087,-45.29804045897,0.3721,0.1646,-3.748,0.151,2.803,0.204,18.825314,0.003542,1.702784,,,0.060645
Gaia EDR3 5522097730896327936,264.4597428496,-1.8016421208,130.73045618824,-45.29778689021,0.5648,0.1577,-4.736,0.142,2.42,0.19,18.71762,0.003435,1.985142,,,0.050638
Gaia EDR3 5522097760948540160,264.4649138876,-1.7935170671,130.74407985932,-45.29684311025,0.2863,0.0843,-3.496,0.083,3.304,0.087,17.905272,0.002975,1.577742,,,0.029565
Gaia EDR3 5522097799615799808,264.4531558442,-1.7985258711,130.72817083513,-45.29068250843,0.7157,0.0162,-5.214,0.016,2.247,0.017,11.198758,0.002771,0.671103,,,0.006666
Gaia EDR3 5522097864027753088,264.4489761788,-1.830208942,130.68904714009,-45.30692811777,0.4775,0.058,-4.276,0.057,3.034,0.058,17.262774,0.002864,1.502899,,,0.014186
Gaia EDR3 5522097937054986368,264.4292919547,-1.8361903447,130.66511275507,-45.29512000213,0.3026,0.0959,-5.109,0.096,3.753,0.111,18.004356,0.00302,1.725077,,,0.036352
Gaia EDR3 5522097971408619136,264.4312552619,-1.8203833944,130.68452711636,-45.28692451183,0.3983,0.0583,-4.675,0.06,2.994,0.06,17.285385,0.002859,1.560745,,,0.014371
Gaia EDR3 5522098005768391936,264.436215015,-1.8086518477,130.70199978619,-45.28359636901,0.341,0.1665,-3.905,0.163,3.897,0.194,18.871382,0.003468,1.592976,,,0.086015
Gaia EDR3 5522098035828567808,264.4232083403,-1.7838277495,130.71838021616,-45.25805518166,0.3881,0.1138,-4.122,0.11,3.131,0.147,18.226017,0.003123,1.566662,,,0.032186
Gaia EDR3 5522098070186199808,264.4183838556,-1.8014533598,130.69444123837,-45.26512583146,0.29,0.1113,-4.124,0.115,2.571,0.138,18.263306,0.003109,1.73247,,,0.035326
Gaia EDR3 5522098379420046336,264.403511015,-1.840274061,130.63797910289,-45.2773377062,0.5394,0.156,-5.397,0.156,3.874,0.202,18.67519,0.003406,1.925882,,,0.054414
Gaia EDR3 5522098486810484736,264.3843309752,-1.8828546076,130.57351526575,-45.28844234282,0.679,0.0133,-4.304,0.013,2.39,0.015,13.969167,0.002762,0.993042,,,0.006756
Gaia EDR3 5522098486810486272,264.3866492269,-1.8840325531,130.57422171945,-45.29099362225,0.2669,0.0529,-3.844,0.053,3.76,0.055,16.983524,0.00285,1.363897,,,0.014474
Gaia EDR3 5522098521164197760,264.3784480039,-1.8598980806,130.59408903575,-45.26968078235,0.286,0.1323,-3.881,0.129,3.361,0.188,18.458202,0.003491,1.520441,,,0.062211
Gaia EDR3 5522098654298021248,264.3697053034,-1.8321769393,130.61748218357,-45.24572960611,0.4617,0.1574,-4.22,0.153,3.968,0.197,18.754747,0.003495,1.643566,,,0.051234
Gaia EDR3 5522098658604474368,264.3772775312,-1.8314499552,130.62491506146,-45.25124543022,0.5011,0.2395,-3.631,0.265,2.865,0.421,18.786465,0.003984,,,,
Gaia EDR3 5522098658609470848,264.3769918501,-1.8315185517,130.62458853528,-45.25106269137,0.6006,0.0385,-3.691,0.041,2.588,0.041,16.361414,0.002822,1.362207,,,0.011677
Gaia EDR3 5522098692968960640,264.415327209,-1.8334558946,130.65595109713,-45.28244141871,0.4177,0.0605,-5.03,0.061,3.282,0.065,17.314444,0.002863,1.417019,,,0.014961
Gaia EDR3 5522098723017469056,264.4047685918,-1.8099741051,130.67299188261,-45.25966103851,0.3293,0.0698,-4.112,0.071,3.56,0.072,17.555025,0.002909,1.981899,,,0.023215
Gaia EDR3 5522098757377177984,264.4029928035,-1.8297689662,130.64928579908,-45.27045906371,0.2996,0.0705,-4.545,0.07,3.696,0.073,17.489763,0.002903,1.922453,,,0.019874
Gaia EDR3 5522098963535645184,264.3836193016,-1.830993734,130.63097038382,-45.25595859792,0.4257,0.0248,-4.683,0.026,3.651,0.027,15.121935,0.00277,1.231382,,,0.007202
Gaia EDR3 5522098963543908992,264.3940737253,-1.8310671475,130.64003077044,-45.26423604493,0.5918,0.1421,-4.45,0.134,3.811,0.174,18.563742,0.00328,1.70598,,,0.051396
Gaia EDR3 5522099070926061440,264.3697255873,-1.8052558489,130.64762048082,-45.2291660526,0.3076,0.0504,-3.709,0.051,3.603,0.051,16.871653,0.002828,1.463976,,,0.011916
Gaia EDR3 5522099139645548160,264.3708832278,-1.7824116588,130.67417807519,-45.21600235616,0.3943,0.1226,-4.253,0.134,3.735,0.16,18.333502,0.003132,1.624372,,,0.033521
Gaia EDR3 5522099208365021440,264.3641865914,-1.7777084613,130.67358059666,-45.2078326215,0.4721,0.0507,-3.574,0.056,3.032,0.052,16.904339,0.002838,1.321432,,,0.01453
Gaia EDR3 5522102090271522688,264.4093701625,-2.0374363218,130.42188330606,-45.40317853431,0.3779,0.086,-3.932,0.11,3.5,0.093,17.76807,0.002935,1.671127,,,0.022432
Gaia EDR3 5522102128942698624,264.4099329851,-2.0313295272,130.42924126215,-45.39987415146,0.3913,0.0121,-3.818,0.012,3.464,0.014,13.539844,0.002762,0.69215,,,0.006657
Gaia EDR3 5522102232021906944,264.3939247825,-2.0131833264,130.43565374632,-45.37610554788,0.7068,0.0111,-4.093,0.011,3.825,0.013,12.379108,0.002786,0.716557,,,0.007092
Gaia EDR3 5522102296429971968,264.3900206445,-2.0422566185,130.39956364757,-45.39086865812,0.5649,0.1844,-3.528,0.196,3.623,0.231,18.939764,0.003683,2.130175,,,0.071274
Gaia EDR3 5522102369454473472,264.3683405416,-2.0334781633,130.39050789786,-45.36837346285,0.3405,0.0453,-4.108,0.047,3.44,0.052,16.481998,0.002881,1.313073,,,0.010212
Gaia EDR3 5522102399509223168,264.3817583991,-2.0210255499,130.41621632524,-45.37132062015,0.4317,0.0799,-3.894,0.088,3.379,0.097,17.718046,0.003019,1.567936,,,0.022299
Gaia EDR3 5522102506893472128,264.365651537,-2.0052080688,130.41992835072,-45.34890409477,0.3503,0.0595,-4.065,0.059,1.996,0.066,17.166164,0.002865,1.417399,,,0.014909
Gaia EDR3 5522102713058535808,264.368924092,-2.0651026011,130.35545707649,-45.38822986296,0.5927,0.032,-4.821,0.036,3.633,0.036,16.000147,0.002788,1.388233,,,0.008787
Gaia EDR3 5522102987936073088,264.3449394443,-2.0607403747,130.33944346472,-45.36661925857,0.4201,0.0603,-4.094,0.062,3.748,0.068,17.126944,0.002865,1.438108,,,0.014304
Gaia EDR3 5522103022295784704,264.3244656144,-2.0705146135,130.31060472498,-45.35644182998,0.4256,0.1575,-3.732,0.161,3.445,0.189,18.61389,0.003643,2.047314,,,0.063784
Gaia EDR3 5522103086710082944,264.3717827851,-2.0567467341,130.36734962539,-45.38536272567,0.2537,0.0751,-3.638,0.088,2.953,0.085,17.647999,0.002936,1.516865,,,0.022138
Gaia EDR3 5522103155423480576,264.3565895927,-2.0490176784,130.36278558838,-45.36862961388,0.4375,0.1611,-4.974,0.159,3.343,0.193,18.74817,0.003478,1.56608,,,0.045485
Gaia EDR3 5522103155423497472,264.3468492291,-2.0507883746,130.35229934231,-45.3620258958,0.2988,0.1354,-3.592,0.128,3.164,0.166,18.346525,0.003238,1.650307,,,0.045412
Gaia EDR3 5522103262807643648,264.3488085903,-2.0085517735,130.40147504267,-45.33766598028,0.3779,0.1457,-4.32,0.141,3.549,0.179,18.537237,0.003286,1.488165,,,0.039673
Gaia EDR3 5522103262814015744,264.3487977024,-2.0106154749,130.39914729396,-45.33892366308,0.2836,0.0122,-4.052,0.012,3.702,0.014,12.820365,0.002762,2.056015,54.56,0.8,0.00669
Gaia EDR3 5522103262814024064,264.3558335322,-2.0102247312,130.40572475084,-45.34423601692,0.4167,0.0626,-3.451,0.064,3.737,0.07,17.26881,0.002876,1.336653,,,0.014817
Gaia EDR3 5522103400252930432,264.3302053401,-2.0374497723,130.35278153644,-45.34070759201,0.5638,0.032,-4.03,0.033,3.986,0.036,15.837258,0.002783,1.170966,,,0.008241
Gaia EDR3 5522103499020967296,264.3263651788,-2.0161743891,130.37333933255,-45.324629265,0.4361,0.1503,-3.72,0.147,3.829,0.193,18.701145,0.003322,1.621988,,,0.0523
Gaia EDR3 5522103537691904000,264.3242232347,-1.9958516521,130.39429634724,-45.31047187026,0.2915,0.0183,-3.469,0.02,3.856,0.022,14.80537,0.002766,0.795821,,,0.006859
Gaia EDR3 5522106011593023104,264.318494501,-2.0586001148,130.31879953458,-45.34442532162,0.4129,0.025,-4.988,0.028,2.85,0.031,15.557193,0.002776,1.355616,,,0.0074
Gaia EDR3 5522106080312472064,264.2929759147,-2.0581389782,130.29709029655,-45.32398824051,0.512,0.1057,-4.514,0.119,3.675,0.138,18.119127,0.003069,1.537451,,,0.026437
Gaia EDR3 5522106080312474240,264.2979629166,-2.0637750251,130.2950966317,-45.33138002163,0.3423,0.0561,-4.7,0.059,2.998,0.067,17.145184,0.002854,1.495903,,,0.013794
Gaia EDR3 5522106316519551104,264.268306668,-2.0711616111,130.26097773888,-45.31247496267,0.3767,0.0737,-3.612,0.077,2.795,0.089,17.505457,0.002913,2.061628,,,0.025578
Gaia EDR3 5522106355190360192,264.276807546,-2.0596593603,130.28130595193,-45.31214760775,0.2541,0.071,-3.712,0.074,3.588,0.087,17.464745,0.003044,1.747276,,,0.041234
Gaia EDR3 5522106526989104128,264.300951059,-2.014379961,130.35320607555,-45.30346688174,0.2948,0.0566,-4.987,0.059,3.029,0.07,17.118935,0.002865,1.425081,,,0.012472
Gaia EDR3 5522106591397502208,264.2899267269,-2.0096367225,130.34892954314,-45.2918550323,0.3368,0.1035,-3.587,0.122,3.828,0.127,18.121582,0.003096,1.662859,,,0.025863
Gaia EDR3 5522106630068682368,264.2779046261,-1.9974454771,130.3521474143,-45.27488875468,0.5224,0.015,-3.943,0.016,2.515,0.017,14.136498,0.002762,1.307249,,,0.006709
Gaia EDR3 5522106694476704640,264.2810336358,-2.0304815796,130.31777287303,-45.29761014083,0.2593,0.0931,-3.569,0.096,2.114,0.109,17.930744,0.002995,1.647841,,,0.020358
Gaia EDR3 5522106904946191104,264.2558343962,-1.989515871,130.34183412652,-45.25260216791,0.3054,0.0255,-3.431,0.026,3.655,0.03,15.474939,0.002775,1.398139,,,0.007401
Gaia EDR3 5522107106793591296,264.2565911043,-2.0503718086,130.27415302301,-45.29048832664,0.561,0.0369,-4.342,0.038,3.54,0.044,16.246454,0.002849,1.268329,,,0.037814
Gaia EDR3 5522107111097787520,264.2561654947,-2.050576409,130.27355286059,-45.29027737414,0.6723,0.0663,-4.113,0.065,3.311,0.084,17.2722,0.002907,,,,
Gaia EDR3 5522107416031310080,264.210890625,-2.0644479716,130.21860555933,-45.2629906357,0.3161,0.1154,-5.42,0.114,3.769,0.164,18.306452,0.00316,1.805021,,,0.039981
Gaia EDR3 5522107523421457024,264.2450224141,-2.0216079691,130.29640059683,-45.26373125881,0.5691,0.0788,-4.01,0.084,2.623,0.096,17.024912,0.002966,1.500996,,,0.014064
Gaia EDR3 5522107523421459072,264.2485517828,-2.020760164,130.30042283551,-45.26599958598,0.436,0.031,-4.036,0.033,2.458,0.038,15.929419,0.002786,1.884497,,,0.009285
Gaia EDR3 5522107592140927232,264.2375985692,-2.0247423495,130.2864238823,-45.25978709481,0.2402,0.0479,-3.887,0.05,3.585,0.057,16.805548,0.002922,1.65498,,,0.013869
Gaia EDR3 5522107656549520000,264.2352224607,-1.9930147836,130.31997370387,-45.23847099059,0.2442,0.066,-4.135,0.075,3.533,0.08,17.442276,0.002902,1.720488,,,0.017902
Gaia EDR3 5522107690909255040,264.2280250941,-2.0024077103,130.30317274547,-45.23854251683,0.3669,0.1077,-3.521,0.115,3.908,0.14,18.219456,0.0031,1.658159,,,0.033448
Gaia EDR3 5522107798299344896,264.2190341431,-2.0203837328,130.27517693917,-45.24245176353,0.7333,0.0226,-4.14,0.025,3.335,0.029,15.234818,0.002776,1.186257,,,0.007257
Gaia EDR3 5522107897067715712,264.2118668299,-1.9990372768,130.29290709878,-45.22371468985,0.3044,0.1107,-3.56,0.125,3.546,0.148,18.247122,0.003089,1.772917,,,0.049285
Gaia EDR3 5522108068878066560,264.4028143721,-1.9769487831,130.48412336187,-45.36086323901,0.3666,0.1385,-4.451,0.142,3.425,0.174,18.613142,0.00323,1.429592,,,0.066927
Gaia EDR3 5522108176256677376,264.3985327694,-1.9621642281,130.49698064595,-45.34840282893,0.3195,0.0555,-3.677,0.058,3.699,0.062,17.085928,0.002851,1.527046,,,0.014098
Gaia EDR3 5522108240664837760,264.3767821731,-1.9624133814,130.47769919956,-45.33140535207,0.3287,0.1287,-3.579,0.125,3.741,0.161,18.362076,0.003142,1.936642,,,0.058164
Gaia EDR3 5522108313695590528,264.3748114447,-1.9918859145,130.4428883664,-45.34795214319,0.3317,0.0335,-3.558,0.035,3.5,0.04,15.975926,0.002818,1.27939,,,0.024927
Gaia EDR3 5522108343743635968,264.3775133762,-1.9863685995,130.45144372968,-45.34669557195,0.6872,0.024,-4.28,0.026,2.277,0.027,12.018976,0.002758,1.39954,,,0.006616
Gaia EDR3 5522108343744039296,264.3739780736,-1.9763378968,130.45961952855,-45.33774706269,0.6279,0.125,-3.477,0.116,3.588,0.171,18.267994,0.003142,1.589069,,,0.027467
Gaia EDR3 5522108446823276032,264.3714961348,-1.9641296228,130.47115664017,-45.32829106736,0.328,0.0785,-4.245,0.081,3.953,0.089,17.690474,0.002926,1.788969,,,0.022685
Gaia EDR3 5522108451134555520,264.3707246088,-1.9618948163,130.47299118555,-45.32630981501,0.2856,0.1623,-3.882,0.154,2.817,0.199,18.78542,0.003442,1.659123,,,0.05398
