EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522308768405705216,264.0021891873,-1.782950279,130.35278324701,-44.92568366134,0.4501,0.1362,-5.108,0.141,4.752,0.181,18.638878,0.003274,1.608517,,,0.060493
Gaia EDR3 5522308798462866048,263.9954178496,-1.7577809728,130.37499112026,-44.90489959837,0.4465,0.0969,-4.764,0.102,5.384,0.122,18.081623,0.003017,1.607418,,,0.044486
Gaia EDR3 5522308802756297856,263.9947765878,-1.7577580283,130.37446151146,-44.90437936119,0.4231,0.1331,-6.204,0.138,4.306,0.18,18.530182,0.003298,1.524937,,,0.090194
Gaia EDR3 5522308871487267456,263.9985643206,-1.7416760286,130.39566870183,-44.89750082752,0.4634,0.0127,-4.57,0.013,4.976,0.014,13.593872,0.002808,0.866718,,,0.007233
Gaia EDR3 5522308940204412032,263.9898735227,-1.7388442871,130.39129960286,-44.88890437605,0.2664,0.0544,-5.101,0.059,4.733,0.059,17.051838,0.002835,1.594267,,,0.017483
Gaia EDR3 5522398378598646656,264.0879556269,-1.7261193635,130.49051632319,-44.95846112984,0.351,0.1642,-5.473,0.17,5.774,0.267,18.576965,0.003315,1.648149,,,0.054076
Gaia EDR3 5522398408654500096,264.1003381248,-1.7217061876,130.50618773468,-44.96551124348,0.2782,0.0557,-5.451,0.06,5.891,0.061,17.173922,0.002895,1.518604,,,0.022819
Gaia EDR3 5522398412958391936,264.0945596033,-1.7206965379,130.50229519137,-44.96033487144,0.2555,0.0332,-4.399,0.036,4.55,0.039,16.149483,0.002796,2.018462,,,0.009099
Gaia EDR3 5522398443014240896,264.1001673641,-1.7060673555,130.52347007801,-44.95576150977,0.5983,0.0599,-5.345,0.066,5.094,0.062,17.255928,0.003329,1.510683,,,0.016486
Gaia EDR3 5522398481677883264,264.0991590652,-1.6862404527,130.54468435954,-44.94277303448,0.263,0.0549,-5.02,0.056,4.811,0.056,16.97843,0.002835,1.339878,,,0.014547
Gaia EDR3 5522398619116808832,264.0714739558,-1.715432134,130.48812255792,-44.93889720337,0.2534,0.139,-4.784,0.15,5.862,0.192,18.639294,0.003222,1.660829,,,0.041648
Gaia EDR3 5522398619116809216,264.069313838,-1.7081504308,130.49436218804,-44.9327186084,0.2653,0.1003,-4.809,0.104,5.687,0.152,17.953669,0.003095,,,,
Gaia EDR3 5522398653476538624,264.0688135249,-1.7363483082,130.46249946534,-44.94965117164,0.2609,0.0669,-4.502,0.072,4.461,0.071,17.45397,0.002901,2.072048,,,0.018102
Gaia EDR3 5522398687836275968,264.0594039994,-1.7199673577,130.47259556097,-44.9321662213,0.247,0.07,-5.476,0.075,4.566,0.075,17.6176,0.002891,1.502497,,,0.034441
Gaia EDR3 5522398752251900672,264.076679858,-1.6907998462,130.52008514133,-44.92785927635,0.2494,0.0541,-4.689,0.058,4.111,0.06,17.104809,0.002874,1.41679,,,0.012676
Gaia EDR3 5522398756552023680,264.0634769932,-1.6800936975,130.52054867405,-44.91086872823,0.2436,0.171,-4.896,0.178,5.213,0.199,18.832987,0.007372,1.864115,,,0.085061
Gaia EDR3 5522398756555768448,264.0644983517,-1.6844123137,130.51662592471,-44.91432925798,0.6875,0.0265,-5.107,0.027,4.751,0.029,15.451174,0.002778,1.064416,,,0.00751
Gaia EDR3 5522398825271477888,264.0570726188,-1.6868768829,130.5074374344,-44.90999056194,0.3412,0.1759,-4.56,0.184,4.581,0.202,18.9263,0.003389,1.640541,,,0.051283
Gaia EDR3 5522398893994742528,264.083698854,-1.6603585317,130.56007699999,-44.91466739945,0.468,0.0233,-4.606,0.024,4.7,0.025,15.427195,0.002781,1.007773,,,0.007604
Gaia EDR3 5522398997073962752,264.0843427904,-1.6471371443,130.57535214376,-44.90703907418,0.3729,0.0632,-4.862,0.065,5.68,0.064,17.10319,0.002855,1.466167,,,0.01438
Gaia EDR3 5522399134512892544,264.0635204442,-1.6770829247,130.52393886745,-44.90905162299,0.6749,0.0714,-5.69,0.075,4.677,0.074,17.163204,0.003034,1.389603,,,0.013843
Gaia EDR3 5522399164568774784,264.0678624521,-1.6635605605,130.54276228099,-44.90415740819,0.2921,0.1019,-5.087,0.106,4.359,0.126,18.085182,0.003008,1.736124,,,0.0393
Gaia EDR3 5522399370727240320,264.0451124758,-1.6326568778,130.55740462366,-44.86721767271,0.3077,0.114,-4.934,0.112,5.681,0.142,18.284317,0.003134,1.709232,,,0.041327
Gaia EDR3 5522399370727246336,264.0379782521,-1.6315681575,130.55242542241,-44.86092592172,0.5136,0.1235,-4.668,0.126,4.969,0.156,18.30324,0.003272,1.454489,,,0.050298
Gaia EDR3 5522399370727247360,264.0415446557,-1.6271060476,130.56048242109,-44.86099096634,0.2113,0.1395,-4.945,0.139,4.215,0.173,18.626125,0.003263,1.646328,,,0.059736
Gaia EDR3 5522399375027317120,264.0388258599,-1.6321129878,130.55255483066,-44.86192905814,0.4508,0.1029,-4.611,0.105,5.218,0.131,18.127743,0.003208,1.530315,,,0.031925
Gaia EDR3 5522399409390773120,264.0484276522,-1.7241950159,130.45836334595,-44.92610684866,0.4584,0.0297,-5.317,0.031,5.071,0.032,15.850308,0.002778,1.074795,,,0.008003
Gaia EDR3 5522399409390774784,264.0532751141,-1.7251039549,130.4615544661,-44.93048844722,0.3973,0.0463,-5.353,0.048,4.989,0.047,16.801289,0.002856,1.231731,,,0.014119
Gaia EDR3 5522399439446675328,264.049223191,-1.7075477088,130.47760323703,-44.91650632635,0.332,0.1272,-5.591,0.128,5.091,0.178,18.38938,0.00322,1.724251,,,0.046246
Gaia EDR3 5522399478110240384,264.0318614971,-1.723996971,130.44422049244,-44.91291832485,0.5795,0.1502,-4.83,0.158,4.671,0.202,18.703243,0.003316,1.726423,,,0.078601
Gaia EDR3 5522399546829737088,264.0504906906,-1.7005241688,130.48652698757,-44.91318966572,0.2176,0.0157,-5.137,0.017,5.48,0.017,14.316131,0.002769,2.114581,42.65,3.4,0.007058
Gaia EDR3 5522399615549201664,264.0304663726,-1.6968808152,130.47321967123,-44.89516034279,0.4089,0.1264,-4.648,0.137,4.241,0.156,18.446772,0.003179,1.636139,,,0.056436
Gaia EDR3 5522399649909008896,264.021957803,-1.682655962,130.48168292897,-44.87970960909,0.3895,0.0478,-4.841,0.05,4.616,0.05,16.948303,0.002828,1.302879,,,0.011118
Gaia EDR3 5522399649909009280,264.0313520757,-1.6787645582,130.49416019182,-44.88472542281,0.2067,0.0761,-4.554,0.082,4.284,0.08,17.790812,0.00294,1.609922,,,0.021455
Gaia EDR3 5522399679964851072,264.0266504801,-1.7254890228,130.43804095438,-44.90972397525,0.4385,0.0478,-4.448,0.049,4.836,0.05,16.8039,0.002832,1.227249,,,0.016857
Gaia EDR3 5522399684268666240,264.0286301632,-1.7289713227,130.43587605404,-44.91342415994,0.4545,0.0197,-4.46,0.021,4.963,0.022,11.392549,0.002791,0.415286,,,0.006677
Gaia EDR3 5522399718628403712,264.013805348,-1.7060659718,130.44854818806,-44.88766251047,0.5746,0.03,-5.289,0.032,4.202,0.034,15.948794,0.002855,1.298376,,,0.009445
Gaia EDR3 5522399851763578240,264.0157923585,-1.6735677093,130.4864554571,-44.869262694,0.3591,0.078,-4.506,0.084,4.621,0.083,17.83261,0.002954,1.59627,,,0.020314
Gaia EDR3 5522399989202523776,264.0347103787,-1.6586797022,130.51942838393,-44.87502538677,0.4837,0.0577,-5.814,0.06,5.007,0.061,17.253168,0.002983,1.487558,,,0.019733
Gaia EDR3 5522400023562273152,264.0183781153,-1.6640769112,130.49925988465,-44.86546802696,0.3854,0.0896,-4.513,0.098,5.434,0.109,18.00639,0.00299,1.601946,,,0.033789
Gaia EDR3 5522400027866068352,264.0253693638,-1.664843519,130.50446816946,-44.87145122135,0.253,0.0169,-5.001,0.018,4.157,0.019,14.747619,0.002778,2.07214,,,0.007486
Gaia EDR3 5522400092281753856,264.0287209882,-1.6421165497,130.53266216652,-44.86011868423,0.4614,0.1078,-4.813,0.112,4.347,0.139,18.290874,0.003087,1.628223,,,0.029451
Gaia EDR3 5522400199664760960,264.0015392376,-1.6166582206,130.5374037021,-44.82303670126,0.4478,0.0402,-5.818,0.044,4.711,0.042,16.650198,0.002807,1.30476,,,0.01184
Gaia EDR3 5522400264080459008,264.00423165,-1.6560158029,130.49596766682,-44.84935934369,0.3575,0.094,-4.765,0.097,5.917,0.108,18.012669,0.003011,1.754183,,,0.033981
Gaia EDR3 5522400474542654848,263.9760739621,-1.6121440023,130.52035408476,-44.80018843606,0.4227,0.0143,-4.755,0.016,5.234,0.016,11.280716,0.002784,0.436481,,,0.006685
Gaia EDR3 5522400538958333952,264.0789767134,-1.6031079698,130.61966629278,-44.87570626406,0.2511,0.0851,-5.985,0.09,5.191,0.093,17.92695,0.003025,1.795284,,,0.048365
Gaia EDR3 5522400543262194176,264.0704493572,-1.5990636691,130.61675527797,-44.86649978067,0.4273,0.0623,-5.821,0.064,5.433,0.067,17.306683,0.00309,1.548378,,,0.019585
Gaia EDR3 5522400573318068864,264.0705514937,-1.6183015871,130.59545379628,-44.87842543914,0.2449,0.102,-4.431,0.11,5.589,0.123,18.085705,0.003067,3.341478,,,0.069648
Gaia EDR3 5522400882560237696,264.0330528619,-1.5897089309,130.59468676378,-44.83128426883,0.6205,0.1583,-4.514,0.169,5.715,0.172,18.945265,0.003454,2.111307,,,0.083104
Gaia EDR3 5522400886855843712,264.0324029778,-1.5904723428,130.59327454063,-44.83124229958,0.4683,0.1424,-4.618,0.14,4.507,0.178,18.178576,0.003561,1.720156,,,0.031037
Gaia EDR3 5522400951275251072,264.0379491548,-1.5697314784,130.62113033386,-44.82283960899,0.2508,0.0966,-5.17,0.098,5.985,0.106,18.05707,0.003011,1.808252,,,0.027003
Gaia EDR3 5522401058655547904,264.0609607227,-1.5640301064,130.64744325581,-44.83744797993,0.2417,0.0985,-5.666,0.124,5.778,0.109,17.563337,0.003796,1.431782,,,0.072044
Gaia EDR3 5522401230456968832,264.0465268149,-1.5181465709,130.68584530008,-44.79780667001,0.5441,0.0814,-5.446,0.084,4.325,0.09,17.702595,0.002976,1.76285,,,0.020512
Gaia EDR3 5522401230456969088,264.0466584146,-1.5166443774,130.68762636565,-44.7969841269,0.4681,0.0972,-4.481,0.095,5.435,0.115,18.037691,0.003125,1.738287,,,0.028562
Gaia EDR3 5522401260512920320,264.0434766445,-1.532655015,130.66709590259,-44.8043489526,0.4527,0.18,-4.572,0.184,4.921,0.189,18.961115,0.003768,2.122212,,,0.071799
Gaia EDR3 5522401299176444672,264.0373680432,-1.5066669478,130.69062713627,-44.78352066666,0.2124,0.0299,-4.904,0.03,5.106,0.033,16.001179,0.002793,2.198751,,,0.008734
Gaia EDR3 5522401367895913856,264.0336863434,-1.5353244855,130.65563292707,-44.79828662383,0.4306,0.0403,-5.172,0.043,4.421,0.045,16.555508,0.00282,1.560213,,,0.009666
Gaia EDR3 5522401436615377408,264.0090183936,-1.5319934468,130.63792226738,-44.77681173397,0.5045,0.0832,-5.299,0.085,5.926,0.092,17.922724,0.00311,1.963337,,,0.034842
Gaia EDR3 5522401574054334336,264.0049450166,-1.513701977,130.65468164092,-44.76233448767,0.3238,0.0791,-5.837,0.08,5.379,0.086,17.807793,0.002923,1.884216,,,0.033623
Gaia EDR3 5522401780208998528,264.0042735735,-1.5691357538,130.59257532234,-44.79594830648,0.328,0.1426,-4.955,0.14,5.738,0.172,18.608746,0.003412,1.61953,,,0.071447
Gaia EDR3 5522401780215516672,264.0124213937,-1.5658827399,130.60325447859,-44.80036367175,0.2861,0.0449,-6.124,0.047,5.201,0.048,16.673885,0.002815,1.709722,,,0.012718
Gaia EDR3 5522401913347966464,263.9920989968,-1.5882081993,130.56083607729,-44.79809479455,0.3326,0.1552,-4.854,0.159,4.145,0.192,18.748802,0.003389,1.698042,,,0.078687
Gaia EDR3 5522401917651805440,263.9816102255,-1.5927620444,130.54668690099,-44.7926310542,0.275,0.0692,-4.755,0.076,5.81,0.073,17.603636,0.002889,1.622839,,,0.027142
Gaia EDR3 5522402089450366592,263.9723939548,-1.575192342,130.55821580845,-44.77455871844,0.3164,0.078,-4.605,0.083,4.375,0.085,17.793285,0.00293,1.62524,,,0.021066
Gaia EDR3 5522402158169875200,264.0028307192,-1.5436297523,130.6196410267,-44.77910658114,0.4322,0.0467,-4.645,0.047,4.8,0.052,16.82468,0.003083,1.710248,,,0.013982
Gaia EDR3 5522402360024628864,263.9869758706,-1.5224247737,130.6294206004,-44.7535598132,0.5208,0.0224,-4.942,0.023,4.763,0.026,15.3849,0.00277,1.051275,,,0.007315
Gaia EDR3 5522402360024648064,263.9795225168,-1.5146463842,130.63158597082,-44.7428990536,0.5491,0.1141,-5.225,0.108,5.035,0.144,18.28027,0.003451,1.759537,,,0.05172
Gaia EDR3 5522402772341340160,263.9815270331,-1.7221048684,130.40272524859,-44.87204426102,0.2731,0.055,-5.966,0.057,4.193,0.059,16.985497,0.002847,2.603201,,,0.025068
Gaia EDR3 5522402776645096192,263.9813582867,-1.7141663298,130.41142195262,-44.86703823428,0.4965,0.0362,-5.281,0.039,5.122,0.04,16.340345,0.002833,1.211989,,,0.010258
Gaia EDR3 5522402948443796864,263.9733103156,-1.6710368956,130.45246896465,-44.83420471046,0.4843,0.0807,-5.034,0.089,4.89,0.09,15.310807,0.002885,1.340412,,,0.007124
Gaia EDR3 5522403253377723136,263.9735276561,-1.6608417157,130.46400047129,-44.8281129774,0.3069,0.0866,-4.969,0.095,4.327,0.094,17.970695,0.002954,1.556875,,,0.021206
Gaia EDR3 5522403292041190912,263.9768810101,-1.6452067833,130.48429552518,-44.82115011531,0.3608,0.0715,-5.056,0.08,4.376,0.077,17.733923,0.002925,1.441194,,,0.019127
Gaia EDR3 5522403425176455936,263.9726022803,-1.613607139,130.51572072236,-44.79835143808,0.5316,0.0982,-4.529,0.117,5.435,0.123,18.13704,0.003062,1.598654,,,0.04529
Gaia EDR3 5522403429480148864,263.9732905079,-1.622494737,130.50643847707,-44.80435842766,0.5,0.0708,-6.01,0.084,5.325,0.078,17.682114,0.00305,1.890623,,,0.020039
Gaia EDR3 5522403429480150656,263.9747771654,-1.6224975481,130.50772304224,-44.80553218886,0.2614,0.0467,-5.049,0.051,5.211,0.049,16.907991,0.00282,1.608278,,,0.012992
Gaia EDR3 5522407170387963392,264.0340864164,-1.4948269532,130.70090917868,-44.77363742788,0.3173,0.0593,-4.875,0.061,4.545,0.065,17.35954,0.002875,1.634592,,,0.017771
Gaia EDR3 5522407209051442560,264.0184178367,-1.4786631882,130.70522610092,-44.75133919356,0.4621,0.0184,-5.21,0.019,4.977,0.022,14.998287,0.002767,0.891102,,,0.006972
Gaia EDR3 5522407380846470784,264.0164582442,-1.4893081116,130.69172429715,-44.75636107581,0.4401,0.1717,-4.845,0.181,4.898,0.216,18.966673,0.003795,,,,
Gaia EDR3 5522407380850131456,264.0161418528,-1.4895838759,130.69114393362,-44.75628209245,0.32,0.0795,-4.457,0.084,5.127,0.087,17.846344,0.003049,1.873318,,,0.038356
Gaia EDR3 5522407449569599488,264.0031496091,-1.4981219437,130.67040251291,-44.75131918575,0.3263,0.063,-4.735,0.065,4.213,0.067,17.387547,0.002864,1.802811,,,0.02002
