EDR3Name,GLON,GLAT,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,RVDR2,e_RVDR2,e_BP-RP
Gaia EDR3 5522194689766821632,264.3697631864,-1.5987841797,130.8780802451,-45.10177630212,0.3739,0.1967,-5.035,0.198,5.63,0.244,18.880527,0.003702,1.986202,,,0.068151
Gaia EDR3 5522194689766846208,264.3602712407,-1.5969702915,130.87179029179,-45.09319709894,0.377,0.0232,-4.708,0.027,4.674,0.025,15.271186,0.002772,0.900961,,,0.007329
Gaia EDR3 5522194694072775936,264.3589699876,-1.5940512566,130.87390127303,-45.0903701342,0.4849,0.0445,-4.578,0.049,5.256,0.047,16.620188,0.002814,1.326333,,,0.014055
Gaia EDR3 5522194724126652288,264.3548259286,-1.5741631155,130.8924111722,-45.07481751471,0.5041,0.1265,-5.792,0.129,5.3,0.16,18.40181,0.003442,1.708286,,,0.068712
Gaia EDR3 5522194728432524160,264.358334628,-1.5738977229,130.89577801314,-45.07740968852,0.4793,0.0217,-5.876,0.025,5.167,0.024,15.238205,0.00277,1.014318,,,0.00708
Gaia EDR3 5522194792846125824,264.3732702476,-1.5587581921,130.92570261407,-45.07977589283,0.3222,0.1384,-4.833,0.145,4.211,0.18,18.438313,0.00315,1.722198,,,0.051535
Gaia EDR3 5522194792846151680,264.3620816995,-1.5569295262,130.91793860131,-45.06985753243,0.3963,0.104,-4.772,0.108,4.627,0.131,18.08365,0.003043,1.713032,,,0.028172
Gaia EDR3 5522194865862655104,264.3469520775,-1.5468010497,130.91595877033,-45.05170903659,0.5491,0.1037,-4.628,0.103,5.717,0.105,17.952944,0.005426,1.068146,,,0.122788
Gaia EDR3 5522194930284927616,264.358171402,-1.63538787,130.82715991323,-45.11528793025,0.6432,0.1446,-5.253,0.147,5.11,0.184,18.596203,0.003191,1.815416,,,0.053555
Gaia EDR3 5522194999003298816,264.3509789474,-1.6305268691,130.8262830734,-45.10663138419,0.4051,0.1704,-5.435,0.172,4.955,0.216,18.837626,0.003466,1.878805,,,0.073912
Gaia EDR3 5522194999003299968,264.3407362015,-1.6380515719,130.80893880569,-45.10322715648,0.2965,0.1418,-5.157,0.144,5.997,0.183,18.546003,0.003252,1.725336,,,0.039922
Gaia EDR3 5522194999003300096,264.3460488778,-1.635137194,130.81683317544,-45.10560373848,0.4527,0.092,-4.606,0.098,4.688,0.102,17.836523,0.002969,1.556646,,,0.026091
Gaia EDR3 5522195136442261376,264.3406608293,-1.6079821347,130.84236810297,-45.08459252607,0.2496,0.0761,-4.598,0.08,5.578,0.078,17.543358,0.002913,1.696056,,,0.020154
Gaia EDR3 5522195140740382464,264.344459113,-1.6121286796,130.84107328121,-45.09013992899,0.4898,0.1339,-4.683,0.139,5.164,0.169,18.451355,0.003795,1.638683,,,0.073042
Gaia EDR3 5522195140749349888,264.3452166991,-1.6123643979,130.84147355929,-45.0908810007,0.4616,0.029,-4.91,0.034,4.845,0.033,15.859198,0.002851,1.325398,,,0.010187
Gaia EDR3 5522195170801992832,264.3292867587,-1.6465638918,130.78944096681,-45.09948131948,0.3979,0.1803,-5.171,0.189,4.811,0.195,18.969452,0.003498,2.360313,,,0.072639
Gaia EDR3 5522195205161736320,264.3253570859,-1.6332138699,130.80088056106,-45.08814840796,0.5698,0.1636,-4.872,0.166,4.171,0.214,18.783924,0.003559,1.858517,,,0.059129
Gaia EDR3 5522195205161738368,264.3241112343,-1.6263353757,130.80745390084,-45.08292110659,0.2517,0.1472,-5.011,0.155,4.511,0.189,18.546833,0.00339,1.819439,,,0.052868
Gaia EDR3 5522195273881215488,264.3210297254,-1.6295648739,130.80116242372,-45.08249275251,0.4818,0.073,-5.431,0.081,5.035,0.079,17.586948,0.003085,1.611849,,,0.021324
Gaia EDR3 5522195308240955648,264.3271700594,-1.6145033276,130.82330666665,-45.07801762276,0.5449,0.1621,-4.96,0.176,4.05,0.205,18.675545,0.003387,1.725941,,,0.051662
Gaia EDR3 5522195312538999040,264.3350698584,-1.6241778978,130.81943979099,-45.09020367556,0.2242,0.1164,-5.61,0.117,5.34,0.137,18.193363,0.003277,1.554972,,,0.053396
Gaia EDR3 5522195346907759744,264.3235214307,-1.6050133615,130.83068337454,-45.06928701659,0.5031,0.0259,-5.686,0.03,5.706,0.029,15.479164,0.002778,1.220748,,,0.007261
Gaia EDR3 5522195449987010944,264.3486114312,-1.5934874486,130.86546309115,-45.0818824878,0.4982,0.0458,-5.306,0.052,4.801,0.047,16.649141,0.002829,1.385351,,,0.012925
Gaia EDR3 5522195514399390720,264.3328399278,-1.5907298076,130.85473422112,-45.06778465446,0.6603,0.1212,-5.053,0.13,5.601,0.153,18.260555,0.00329,1.862968,,,0.037005
Gaia EDR3 5522195553066221440,264.3339845449,-1.5753634923,130.87283701867,-45.05918580167,0.4611,0.0419,-5.24,0.046,5.038,0.044,16.54889,0.002804,1.34116,,,0.010769
Gaia EDR3 5522195587425974784,264.3436134755,-1.5624102068,130.89567442579,-45.05874132744,0.6818,0.0488,-5.104,0.055,4.826,0.055,15.596502,0.002803,1.26546,,,0.007622
Gaia EDR3 5522195651838360320,264.3191723416,-1.5602802772,130.87666061744,-45.03822290638,0.265,0.1807,-4.358,0.179,4.078,0.195,18.91673,0.003564,1.698572,,,0.062592
Gaia EDR3 5522195686198101248,264.3263075145,-1.5452616954,130.89960453985,-45.03454138548,0.6249,0.1752,-4.367,0.176,4.898,0.201,18.950645,0.003603,1.798479,,,0.052404
Gaia EDR3 5522195686205698944,264.3203998944,-1.5448293151,130.89491736745,-45.0296333241,0.5129,0.0536,-5.518,0.056,4.99,0.057,17.055809,0.002849,1.384958,,,0.01181
Gaia EDR3 5522195724864891264,264.3228225298,-1.5904715257,130.84626033493,-45.05975258114,0.6263,0.0808,-4.466,0.09,5.632,0.088,17.792324,0.002949,1.562662,,,0.018388
Gaia EDR3 5522195823637064320,264.2931409227,-1.5670105986,130.84641596996,-45.02192756198,0.5081,0.1986,-5.245,0.192,5.977,0.207,18.99029,0.003578,1.972542,,,0.081997
Gaia EDR3 5522195931023304960,264.2925753599,-1.5604231523,130.85324826417,-45.0174120359,0.5523,0.0619,-5.127,0.066,4.609,0.07,17.133991,0.002902,1.451042,,,0.013521
Gaia EDR3 5522195965374055808,264.2973968164,-1.5426547324,130.87721976725,-45.01021702238,0.4364,0.0925,-5.127,0.098,5.139,0.097,17.906116,0.003001,1.537434,,,0.024994
Gaia EDR3 5522198026967501568,264.3818176894,-1.4667939779,131.03541106334,-45.02953709742,0.4084,0.0263,-5.591,0.029,5.439,0.031,15.772149,0.002779,1.295279,,,0.007841
Gaia EDR3 5522200427843254656,264.389972831,-1.5194473854,130.9840574823,-45.06855638879,0.4349,0.1167,-4.386,0.13,5.81,0.148,18.384972,0.003133,1.706673,,,0.032991
Gaia EDR3 5522200462202959488,264.3808786561,-1.5432324641,130.94963889469,-45.07614264164,0.4175,0.0802,-4.565,0.09,5.015,0.088,17.827026,0.002992,1.543673,,,0.022686
Gaia EDR3 5522200569589381504,264.3817475562,-1.4958337949,131.0030929467,-45.0474755343,0.4011,0.0314,-5.295,0.036,5.887,0.037,15.031841,0.002798,1.208569,,,0.00748
Gaia EDR3 5522200634001830656,264.3610092691,-1.4957522747,130.9850120383,-45.03114902716,0.4227,0.0829,-4.934,0.088,5.966,0.096,17.834894,0.002918,1.743492,,,0.02558
Gaia EDR3 5522200702721263360,264.3526684577,-1.5234956282,130.94687594943,-45.0417772657,0.3069,0.1276,-6.321,0.145,5.014,0.174,18.369667,0.003289,1.856995,,,0.049069
Gaia EDR3 5522200771440780800,264.3416412166,-1.5196127218,130.94153755724,-45.03071561643,0.3332,0.1036,-5.433,0.104,5.117,0.119,18.101395,0.003149,1.937767,,,0.039213
Gaia EDR3 5522200878825713024,264.3426611517,-1.5026162316,130.96131772694,-45.02099608823,0.3613,0.0445,-4.554,0.047,4.697,0.051,16.61674,0.002817,1.358654,,,0.009307
Gaia EDR3 5522200947545244288,264.3732508665,-1.4798212564,131.01343464472,-45.03088806204,0.3337,0.0882,-4.926,0.096,4.246,0.104,17.974888,0.002965,1.684067,,,0.025808
Gaia EDR3 5522200947545251968,264.3772035849,-1.4754514452,131.02175223417,-45.03128205507,0.3067,0.0719,-5.788,0.08,4.075,0.09,14.984873,0.002928,1.023324,,,0.006953
Gaia EDR3 5522200977599286272,264.363885216,-1.4634899566,131.02336267273,-45.01342025881,0.555,0.108,-4.954,0.121,4.941,0.134,18.169775,0.003903,1.906624,,,0.036301
Gaia EDR3 5522200977600884096,264.371900566,-1.4667511408,131.02676591631,-45.02172999272,0.2358,0.1688,-5.677,0.184,5.706,0.202,18.898613,0.003843,2.059603,,,0.080085
Gaia EDR3 5522201016264702720,264.3635074647,-1.4857492111,130.99831277209,-45.02691429942,0.3782,0.0362,-4.671,0.038,4.267,0.041,16.294744,0.002797,1.289933,,,0.009823
Gaia EDR3 5522201218117477760,264.3409506148,-1.4795232412,130.98547085396,-45.00535455543,0.4722,0.1024,-5.379,0.106,5.827,0.123,18.152603,0.003174,1.69599,,,0.030408
Gaia EDR3 5522201252477232128,264.3442618616,-1.4693646425,130.99965023372,-45.00166143621,0.4064,0.1331,-4.488,0.141,4.297,0.17,18.532995,0.003509,1.669558,,,0.042028
Gaia EDR3 5522201252477267712,264.3376064818,-1.4639614674,130.99982061662,-44.99309143924,0.6781,0.1051,-4.46,0.112,4.058,0.124,18.074078,0.003391,1.722681,,,0.032032
Gaia EDR3 5522201256782859136,264.3464874279,-1.4677549249,131.00338652788,-45.00241085721,0.4908,0.0607,-4.968,0.066,5.655,0.072,17.330194,0.002878,1.586567,,,0.016741
Gaia EDR3 5522201531660715264,264.3204217969,-1.5134816007,130.92978089881,-45.01025885817,0.5631,0.0298,-4.932,0.032,4.06,0.032,15.947828,0.002789,1.272006,,,0.008744
Gaia EDR3 5522201974030276864,264.2832756901,-1.4999228959,130.91235782875,-44.97269703009,0.5113,0.1142,-6.07,0.113,4.326,0.132,18.19473,0.003111,1.823894,,,0.033425
Gaia EDR3 5522202047056806016,264.3127784533,-1.4688654479,130.97264430437,-44.97664135451,0.4233,0.069,-4.923,0.071,5.835,0.077,17.47388,0.002919,1.50391,,,0.016348
Gaia EDR3 5522202047056809216,264.3149079728,-1.4677852939,130.97570674951,-44.97764414147,0.2779,0.1221,-4.781,0.121,4.845,0.142,18.35137,0.00322,2.09326,,,0.04493
Gaia EDR3 5522202081407761920,264.3144183527,-1.464493787,130.97893185516,-44.97522161041,0.3574,0.1295,-4.775,0.131,4.257,0.151,18.39505,0.003327,2.034988,,,0.042003
Gaia EDR3 5522202115776265728,264.2992573756,-1.4761100431,130.95277337858,-44.97051158803,0.6929,0.0229,-5.597,0.024,4.348,0.025,15.267126,0.002771,1.176591,,,0.007286
Gaia EDR3 5522202321934687744,264.288226354,-1.46989694,130.95002299558,-44.95800484349,0.5132,0.0407,-5.254,0.042,4.306,0.045,16.403877,0.002809,1.431194,,,0.01007
Gaia EDR3 5522204791528404736,264.3424472452,-1.7561102251,130.67871408542,-45.17740983538,0.2231,0.0622,-5.188,0.07,4.849,0.065,17.348732,0.002873,1.464218,,,0.01497
Gaia EDR3 5522204795835739648,264.3360674405,-1.7572379498,130.67187940021,-45.17308296138,0.5458,0.01,-5.74,0.011,4.674,0.011,12.667467,0.002759,0.601645,,,0.006653
Gaia EDR3 5522204825888143488,264.3446435241,-1.7530552483,130.6840462933,-45.17725562707,0.3275,0.0858,-5.924,0.096,5.241,0.09,17.900497,0.002975,1.489737,,,0.021129
Gaia EDR3 5522204825888150144,264.3337805568,-1.7467544369,130.68159136291,-45.16482184669,0.4275,0.074,-5.44,0.082,4.624,0.077,17.632519,0.002901,1.484348,,,0.019523
Gaia EDR3 5522204830195484672,264.3385126854,-1.7519532174,130.67991953049,-45.17175078524,0.509,0.0571,-5.194,0.06,5.313,0.059,17.055658,0.002862,1.37348,,,0.014679
Gaia EDR3 5522204898914947968,264.3270438382,-1.7520768716,130.66976101659,-45.16279922843,0.3168,0.0219,-4.66,0.026,4.942,0.023,15.273887,0.002772,1.040078,,,0.007515
Gaia EDR3 5522204933274700928,264.3272589511,-1.7274036013,130.6975005853,-45.14776060891,0.5253,0.1112,-4.674,0.123,4.98,0.119,16.087343,0.003601,1.315163,,,0.009798
Gaia EDR3 5522204963327120256,264.3238811636,-1.7180155535,130.70502862426,-45.13931425669,0.3219,0.0551,-4.712,0.059,5.737,0.059,17.099659,0.002846,1.299496,,,0.012896
Gaia EDR3 5522204963335072128,264.3224593492,-1.7180005978,130.70380308016,-45.13818615173,0.4483,0.1624,-5.128,0.168,4.722,0.219,18.559467,0.003563,1.837646,,,0.038699
Gaia EDR3 5522205105073354752,264.3026430207,-1.7458295268,130.6554287612,-45.1397403872,0.5037,0.0659,-5.679,0.077,4.837,0.072,15.794092,0.002852,1.738171,,,0.008369
Gaia EDR3 5522205173792827520,264.2936143004,-1.7358672699,130.65866988173,-45.12649421425,0.5143,0.0174,-6.262,0.02,4.672,0.019,14.694156,0.00277,0.73029,,,0.00699
Gaia EDR3 5522205208143228416,264.2977802368,-1.7312588988,130.66745090321,-45.12693419709,0.5257,0.2397,-4.97,0.279,5.42,0.287,18.995016,0.003796,,,,
Gaia EDR3 5522204963327119616,264.3293757218,-1.7104629841,130.71825875786,-45.13898059914,0.4189,0.0769,-4.73,0.081,4.704,0.08,17.615255,0.002939,1.554804,,,0.020036
Gaia EDR3 5522205379951321984,264.3210206484,-1.6824719177,130.74218428879,-45.11514155957,0.4825,0.0098,-4.427,0.011,5.463,0.011,12.556897,0.002761,0.612289,,,0.006699
Gaia EDR3 5522205448670775040,264.3032067942,-1.6849891557,130.72381383745,-45.10267959048,0.2877,0.0813,-5.051,0.088,4.864,0.089,17.776077,0.002927,1.724268,,,0.023074
Gaia EDR3 5522205513082895616,264.3125139445,-1.6530757418,130.7675230674,-45.09031088931,0.5972,0.0143,-5.544,0.016,4.401,0.017,14.161373,0.002763,0.893735,,,0.006897
Gaia EDR3 5522205513082969728,264.3095740807,-1.6588057497,130.75856789504,-45.09153493108,0.2985,0.1172,-4.722,0.123,4.92,0.154,18.272898,0.003105,1.686113,,,0.038939
Gaia EDR3 5522205551749999488,264.3036442097,-1.6686804364,130.74237997373,-45.09296345449,0.2198,0.0554,-4.914,0.06,5.537,0.06,17.012077,0.002855,1.585344,,,0.018322
Gaia EDR3 5522205551750002688,264.3061619813,-1.667564337,130.74582368179,-45.09425546555,0.4178,0.0941,-4.497,0.101,5.752,0.113,17.991049,0.003006,1.766323,,,0.032168
Gaia EDR3 5522205654819917184,264.2945233767,-1.6851266907,130.7160769131,-45.09593205703,0.669,0.1453,-5.401,0.145,4.079,0.25,18.484436,0.003499,,,,
Gaia EDR3 5522205654829190016,264.2900178085,-1.6856575558,130.71155075993,-45.09271412348,0.4641,0.0463,-4.542,0.051,4.709,0.051,16.719193,0.002856,1.341569,,,0.011219
Gaia EDR3 5522205684881659264,264.2870918432,-1.6969421095,130.6964112085,-45.09736946054,0.6215,0.1924,-4.961,0.198,4.822,0.225,18.82201,0.003391,1.863666,,,0.050367
Gaia EDR3 5522205689188919168,264.2845676844,-1.6909390741,130.7009028051,-45.09168190325,0.4872,0.0719,-4.999,0.078,4.835,0.074,17.557247,0.00292,1.62604,,,0.019821
Gaia EDR3 5522205723548653824,264.2754413692,-1.6798793805,130.70526859475,-45.07768074217,0.5131,0.0104,-5.971,0.012,4.829,0.012,12.526359,0.00277,0.608499,,,0.006773
Gaia EDR3 5522205723548659584,264.2826151329,-1.6835459433,130.70744247982,-45.08558682156,0.5529,0.0587,-6.03,0.064,4.722,0.061,16.3495,0.00291,1.395462,,,0.009045
Gaia EDR3 5522205822320638464,264.2742939841,-1.6616754484,130.72455831384,-45.06555156325,0.2606,0.0548,-4.888,0.058,5.584,0.056,16.878014,0.002847,2.036655,,,0.01481
Gaia EDR3 5522205964066763264,264.2623834671,-1.7540423405,130.61113026287,-45.11309602826,0.4898,0.0289,-5.885,0.033,5.343,0.033,15.901238,0.002778,1.131183,,,0.007901
Gaia EDR3 5522205964066763392,264.2621591884,-1.7531632444,130.61191626021,-45.11237812612,0.516,0.0349,-5.911,0.039,5.319,0.037,16.267572,0.002797,1.21065,,,0.010512
Gaia EDR3 5522205964066772864,264.2659920174,-1.746082325,130.62316467234,-45.11103663463,0.5062,0.0404,-5.546,0.046,5.345,0.041,16.491287,0.002816,1.244323,,,0.00975
Gaia EDR3 5522206032786267008,264.2695878285,-1.724786489,130.65007107814,-45.10075114441,0.6161,0.0174,-4.955,0.021,5.195,0.018,14.706748,0.002764,1.047332,,,0.00686
Gaia EDR3 5522206032786268416,264.2690487117,-1.7216635411,130.65308561584,-45.0984026849,0.4926,0.0118,-6,0.013,4.724,0.012,13.425874,0.002765,0.67756,,,0.006666
Gaia EDR3 5522206135865474304,264.2583984286,-1.7162502149,130.64983534818,-45.08668238155,0.2257,0.0248,-5.252,0.029,5,0.026,15.523908,0.002781,2.194147,,,0.008611
Gaia EDR3 5522206165923219200,264.2555867933,-1.7538814998,130.60538343846,-45.10764369011,0.2983,0.061,-5.094,0.07,5.274,0.062,17.264473,0.002858,1.379486,,,0.021337
Gaia EDR3 5522206170225190400,264.2625487131,-1.7594694369,130.60521418156,-45.11656745358,0.5218,0.0211,-4.557,0.024,4.467,0.022,15.267193,0.002768,0.996367,,,0.007259
Gaia EDR3 5522206234637479296,264.2425752196,-1.7486875561,130.5998393876,-45.09419728294,0.2698,0.0221,-4.535,0.027,4.149,0.023,15.227531,0.002781,2.011244,,,0.008372
Gaia EDR3 5522206273294861312,264.2399945476,-1.7290256042,130.61953436758,-45.08005904285,0.2428,0.1227,-5.556,0.125,5.018,0.147,18.344246,0.003196,1.714848,,,0.037153
Gaia EDR3 5522206273304386048,264.2349685237,-1.7396297386,130.603320091,-45.0826295119,0.4092,0.0859,-5.358,0.089,5.02,0.082,17.802847,0.003084,1.621363,,,0.02175
Gaia EDR3 5522206342023894656,264.2451174984,-1.706693919,130.64891353262,-45.07033842686,0.3903,0.0227,-5.114,0.026,4.692,0.023,15.330484,0.00277,0.978161,,,0.009074
Gaia EDR3 5522206376374078080,264.2348380268,-1.7183025526,130.62700334351,-45.06939464217,0.4321,0.0858,-5.177,0.1,5.225,0.086,17.794212,0.003418,1.539476,,,0.034446
Gaia EDR3 5522206376383605120,264.2309574458,-1.7260409697,130.61498801554,-45.07110384119,0.5714,0.071,-5.291,0.079,5.055,0.07,17.469202,0.00328,1.511177,,,0.02573
Gaia EDR3 5522206410743348864,264.2242643205,-1.7039123673,130.63383786524,-45.05220524911,0.4847,0.0773,-4.722,0.085,4.494,0.077,17.615246,0.002909,1.419229,,,0.017772
Gaia EDR3 5522206410743358080,264.2355525502,-1.7103428671,130.63650483382,-45.06505489072,0.3731,0.048,-4.663,0.051,5.034,0.048,16.67503,0.002831,1.363555,,,0.013073
Gaia EDR3 5522206445103143808,264.2661299062,-1.689022526,130.68694836585,-45.07598952006,0.2373,0.1543,-5.528,0.16,5.506,0.211,18.65307,0.003345,1.673178,,,0.037077
Gaia EDR3 5522206479462886528,264.2696662076,-1.6884760982,130.69064338861,-45.07843593639,0.3474,0.0402,-5.511,0.043,5.407,0.04,16.399872,0.002803,1.527535,,,0.008961
Gaia EDR3 5522206509515408384,264.2476697795,-1.6952930693,130.66385343397,-45.06532328103,0.6596,0.1682,-4.344,0.167,4.224,0.21,18.791763,0.00347,1.758264,,,0.061673
Gaia EDR3 5522206513822599424,264.2464232396,-1.6886206822,130.67020602404,-45.0602301708,0.2647,0.0448,-4.796,0.048,4.36,0.043,16.538218,0.002818,1.992892,,,0.01262
Gaia EDR3 5522206513822609280,264.2541938719,-1.6873845063,130.67836164001,-45.06558502412,0.3917,0.0951,-5.949,0.11,4.283,0.108,17.707983,0.003373,1.626257,,,0.174927
Gaia EDR3 5522206548177668608,264.242078094,-1.6793448733,130.67675730979,-45.05109306839,0.2074,0.1622,-5.185,0.164,4.139,0.217,18.750427,0.003373,1.737726,,,0.040395
Gaia EDR3 5522206582542096640,264.2549589757,-1.6691502472,130.69935503067,-45.05494662985,0.4696,0.0176,-5.338,0.02,5.027,0.02,14.691504,0.002764,1.050143,,,0.007062
Gaia EDR3 5522206582542464896,264.256823122,-1.6723736225,130.69738876574,-45.05840104172,0.5417,0.02,-5.139,0.022,4.673,0.021,14.991321,0.00277,1.213813,,,0.008324
Gaia EDR3 5522206685621301888,264.2332128392,-1.6438305943,130.70859651288,-45.02222142355,0.4362,0.0194,-5.213,0.022,4.559,0.022,14.810648,0.002815,1.075162,,,0.009701
Gaia EDR3 5522206719981018624,264.235163809,-1.6856275736,130.66372506634,-45.04952211726,0.3558,0.0884,-4.6,0.105,4.501,0.097,14.632318,0.002899,1.318058,,,0.006874
Gaia EDR3 5522206754340757376,264.2315115907,-1.6781789933,130.66884365603,-45.04205689691,0.3471,0.0507,-4.684,0.057,5.737,0.057,16.099579,0.002842,1.322175,,,0.008488
Gaia EDR3 5522206754341155200,264.230665217,-1.6841203436,130.6614833931,-45.0450518628,0.3162,0.073,-4.583,0.081,5.026,0.074,17.281717,0.002983,1.61174,,,0.018896
Gaia EDR3 5522206784393347840,264.2174026517,-1.6881833581,130.64539500456,-45.03711341815,0.4847,0.0681,-4.996,0.075,5.912,0.067,17.351862,0.002878,1.395216,,,0.015428
Gaia EDR3 5522206788700474240,264.2231683522,-1.6965302485,130.64111413067,-45.0467951207,0.4267,0.0348,-5.447,0.038,5.479,0.034,16.0309,0.002796,1.309533,,,0.008607
Gaia EDR3 5522206788700475264,264.2191531189,-1.6873131802,130.64789040841,-45.0379555856,0.2513,0.0616,-4.41,0.066,4.152,0.061,17.194115,0.00288,1.394545,,,0.013872
Gaia EDR3 5522206788700483200,264.2248001423,-1.6839568701,130.65655317462,-45.04033373803,0.4333,0.0469,-5.133,0.057,4.605,0.049,15.216763,0.002865,0.945545,,,0.007292
Gaia EDR3 5522206823050702336,264.2180654033,-1.6786907123,130.6565530712,-45.03178680401,0.4373,0.0526,-5.129,0.079,4.955,0.041,16.23637,0.002839,,,,
Gaia EDR3 5522206823060217344,264.2182624003,-1.6789551426,130.65643004524,-45.03210482701,0.3963,0.0308,-5.333,0.039,5.418,0.032,14.628239,0.002786,0.800252,,,0.017987
Gaia EDR3 5522206823060221952,264.2189985349,-1.6726014134,130.66415234076,-45.02876925206,0.4174,0.0536,-6.228,0.059,4.474,0.059,16.974731,0.002837,1.496674,,,0.012553
Gaia EDR3 5522206891770307328,264.2286209343,-1.6466485998,130.70145377912,-45.02034552551,0.5052,0.0851,-5.299,0.088,5.267,0.086,17.620802,0.003853,1.608705,,,0.029629
Gaia EDR3 5522206891779717632,264.2201533174,-1.6442024657,130.69679568451,-45.01217348634,0.4802,0.0543,-5.321,0.061,5.088,0.059,16.912468,0.002938,1.355314,,,0.012917
Gaia EDR3 5522206891779726848,264.2280880985,-1.6450873865,130.7027280108,-45.0189635738,0.4581,0.0315,-5.423,0.037,5.126,0.035,15.516657,0.00278,1.126451,,,0.008102
Gaia EDR3 5522206926139431680,264.2106774946,-1.6667301627,130.66344290021,-45.01860062042,0.4256,0.0145,-4.713,0.017,4.994,0.016,10.278288,0.00278,0.460689,,,0.00664
Gaia EDR3 5522206926139439104,264.2176019174,-1.6666162005,130.66960428556,-45.02398140387,0.3297,0.0547,-4.532,0.058,5.342,0.053,16.959076,0.002844,1.542749,,,0.012728
Gaia EDR3 5522206960499177216,264.2056943021,-1.6441250938,130.68427962018,-45.00074594373,0.5048,0.0366,-5.299,0.037,5.056,0.039,16.240753,0.002801,1.214386,,,0.008331
Gaia EDR3 5522207029218772736,264.3010897653,-1.628439791,130.78498851899,-45.06611935429,0.462,0.1616,-4.932,0.174,5.058,0.23,18.711252,0.003684,1.844841,,,0.060015
Gaia EDR3 5522207063578498304,264.2962067068,-1.639120498,130.7688249124,-45.06887236445,0.2337,0.1144,-5.1,0.123,5.058,0.155,18.230333,0.003135,1.660416,,,0.038519
Gaia EDR3 5522207093631226240,264.2933432717,-1.6221168755,130.78526246828,-45.05612427014,0.4171,0.098,-4.544,0.103,5.685,0.119,17.963583,0.003043,1.762302,,,0.02741
Gaia EDR3 5522207166657734784,264.2959484145,-1.6021021963,130.80982245598,-45.04581365063,0.2682,0.0843,-5.559,0.089,5.974,0.091,17.706467,0.002926,1.499086,,,0.020873
Gaia EDR3 5522207265429657600,264.2774564281,-1.6432991694,130.74779451626,-45.05670306917,0.4095,0.1712,-5.335,0.174,5.269,0.214,18.685358,0.003902,1.795891,,,0.06992
Gaia EDR3 5522207269736900736,264.2762328445,-1.6461013898,130.74360442717,-45.05746951065,0.6227,0.184,-5.575,0.183,4.861,0.255,18.801058,0.003713,1.859728,,,0.055119
Gaia EDR3 5522207299789421056,264.2766808464,-1.6216851655,130.77119002344,-45.04275436341,0.2076,0.0984,-4.718,0.101,4.369,0.104,17.88773,0.003088,2.75075,,,0.034403
Gaia EDR3 5522207334149027200,264.259342118,-1.6431050476,130.73219899109,-45.04233309672,0.5053,0.0113,-5.342,0.012,5.162,0.012,12.747102,0.002773,0.549173,,,0.006841
Gaia EDR3 5522207334149139456,264.2695180147,-1.6438756371,130.74022205576,-45.05081396034,0.6499,0.1633,-5.165,0.184,5.752,0.185,17.920473,0.003364,1.576511,,,0.024478
Gaia EDR3 5522207372816108672,264.2561157864,-1.6211377514,130.75384665446,-45.02624171233,0.6142,0.0598,-6.112,0.063,4.961,0.064,17.014292,0.002866,1.445616,,,0.016783
Gaia EDR3 5522207441535611136,264.2705108156,-1.6034196021,130.78613654672,-45.02662656375,0.5118,0.0369,-4.35,0.041,4.091,0.039,16.026436,0.002799,1.34838,,,0.010287
Gaia EDR3 5522207475895329536,264.2560936452,-1.6110523562,130.7650546851,-45.02000020576,0.3938,0.0188,-4.981,0.023,5.427,0.021,11.349538,0.0028,0.534768,,,0.006638
Gaia EDR3 5522207540307841408,264.2924823546,-1.5796394077,130.83179174231,-45.02921327635,0.5225,0.1697,-4.641,0.189,5.085,0.205,18.727407,0.003352,1.92528,,,0.061965
Gaia EDR3 5522207613334327552,264.2836908183,-1.5902641676,130.81228843712,-45.02886565848,0.3184,0.0163,-5.184,0.019,5.229,0.019,14.331072,0.002783,2.230202,,,0.006984
Gaia EDR3 5522207643387077120,264.2672925568,-1.5679460292,130.82279334159,-45.00218886188,0.3104,0.1267,-6.286,0.128,4.435,0.172,18.365671,0.003201,1.756706,,,0.037064
Gaia EDR3 5522207647684924160,264.2720661126,-1.5696006748,130.8251222425,-45.00696339347,0.2859,0.1566,-5.639,0.156,4.486,0.202,18.794373,0.003541,1.852835,,,0.069025
Gaia EDR3 5522207677746809728,264.2842386072,-1.5584146391,130.84819651263,-45.00961908894,0.4924,0.0835,-5.13,0.088,4.092,0.092,17.880774,0.002977,1.620159,,,0.022106
Gaia EDR3 5522207677746813696,264.2816855654,-1.5535505068,130.85137441617,-45.00460663268,0.2931,0.0642,-5.607,0.066,5.674,0.072,17.290956,0.002862,1.991186,,,0.021194
Gaia EDR3 5522207682053815424,264.2760598524,-1.5540349426,130.84592061783,-45.00048481053,0.2357,0.1356,-4.611,0.133,4.21,0.17,18.553743,0.003343,1.941313,,,0.063225
Gaia EDR3 5522207682053821184,264.2823039568,-1.5548454154,130.85047492927,-45.0058928872,0.6897,0.162,-4.828,0.164,4.943,0.179,18.886253,0.003674,1.794449,,,0.063108
Gaia EDR3 5522207682054095872,264.2827703278,-1.5488709823,130.85752513619,-45.00256690558,0.4589,0.1457,-5.419,0.153,4.422,0.167,18.0491,0.003373,2.18911,,,0.032731
