EDR3Name GLON GLAT RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP RVDR2 e_RVDR2 e_BP-RP probs_final sel memb_probs
"Gaia EDR3 5522202455066651136" 264.2821416459 -1.4437506569 130.97371398159 -44.9370410078 0.3989 0.0554 -4.381 0.057 3.059 0.064 17.12318 0.002883 1.442202 "" "" 0.013592 0.76 1 0.76
"Gaia EDR3 5522202528093108864" 264.2619262171 -1.4407021538 130.95942241929 -44.91928382345 0.5165 0.0257 -4.44 0.027 3.21 0.031 15.60423 0.002881 1.124789 "" "" 0.009297 0.76 1 0.76
"Gaia EDR3 5522209125162722944" 264.1756363771 -1.5422079748 130.77144667261 -44.91422890795 0.5498 0.0108 -4.377 0.011 3.223 0.013 10.901358 0.002766 1.998833 23.98 0.32 0.006688 0.76 1 0.76
"Gaia EDR3 5522211079360756992" 264.1275267958 -1.6407680614 130.61997125071 -44.93713474195 0.5322 0.1556 -4.229 0.154 2.813 0.187 18.741526 0.003644 1.745495 "" "" 0.052784 0.76 1 0.76
"Gaia EDR3 5522211289826120192" 264.1097674271 -1.631124578 130.61526221959 -44.91720940081 0.5584 0.0467 -4.326 0.048 3.221 0.047 16.829422 0.002839 1.371315 "" "" 0.011814 0.76 1 0.76
"Gaia EDR3 5522212114459950848" 264.158034035 -1.5246666557 130.77559442026 -44.8895573236 0.405 0.0483 -4.361 0.048 3.061 0.05 16.664465 0.002817 1.364601 "" "" 0.011104 0.76 1 0.76
"Gaia EDR3 5522213042172815616" 264.1208306552 -1.5707154509 130.69205604616 -44.88869750914 0.4753 0.02 -4.413 0.022 3.158 0.022 15.097206 0.002768 1.050861 "" "" 0.006979 0.76 1 0.76
"Gaia EDR3 5522216890454563968" 264.1905353466 -1.4068315878 130.93462262554 -44.84226479679 0.4257 0.0695 -4.486 0.079 3.03 0.075 17.401348 0.002935 1.491724 "" "" 0.017724 0.76 1 0.76
"Gaia EDR3 5522299624406921728" 264.0663198549 -2.0656508972 130.09190188031 -45.14938654743 0.4634 0.144 -4.375 0.155 3.127 0.19 18.61985 0.003254 1.574633 "" "" 0.041358 0.76 1 0.76
"Gaia EDR3 5522365565054959360" 263.721570512 -1.9917297691 129.87770058361 -44.83123740196 0.4946 0.0311 -4.217 0.033 3.147 0.039 15.94141 0.00279 1.248544 "" "" 0.00776 0.76 1 0.76
"Gaia EDR3 5522400573318081408" 264.0594680652 -1.6155443619 130.58889610058 -44.86799711111 0.6259 0.1477 -4.536 0.147 2.983 0.182 18.685978 0.003362 1.724739 "" "" 0.043927 0.76 1 0.76
"Gaia EDR3 5522178407556129536" 264.6074793854 -1.114444984 131.62407657826 -44.9867185577 0.4151 0.0192 -4.485 0.021 3.064 0.024 15.030694 0.002772 1.38856 "" "" 0.007165 0.72 1 0.72
"Gaia EDR3 5522202356294429952" 264.280328223 -1.4490600281 130.96623850936 -44.93890487188 0.4897 0.0181 -4.426 0.019 2.841 0.021 14.859275 0.002771 0.956304 "" "" 0.00708 0.72 1 0.72
"Gaia EDR3 5522205826629225856" 264.2751510788 -1.662995314 130.72383554997 -45.06704000172 0.6597 0.0713 -4.411 0.079 2.999 0.078 17.415857 0.002953 1.533302 "" "" 0.0383 0.72 1 0.72
"Gaia EDR3 5522212011380712576" 264.1616270952 -1.5692494375 130.72919371074 -44.91989594904 0.4616 0.0434 -4.244 0.046 2.958 0.048 16.514675 0.002825 1.52567 "" "" 0.01003 0.72 1 0.72
"Gaia EDR3 5522213209664603008" 264.100492413 -1.5242243366 130.72600212628 -44.84402189726 0.6612 0.0694 -4.439 0.075 3.021 0.076 17.50022 0.002909 1.866486 "" "" 0.026077 0.72 1 0.72
"Gaia EDR3 5522215172476701312" 264.1654385722 -1.477662737 130.83421505117 -44.86634851032 0.519 0.0395 -4.234 0.042 3.173 0.045 15.982579 0.00283 1.284148 "" "" 0.008011 0.72 1 0.72
"Gaia EDR3 5522215924089048960" 264.2307432394 -1.3709715313 131.00944437251 -44.85162251481 0.6562 0.0562 -4.425 0.061 2.995 0.065 17.12688 0.002874 1.476555 "" "" 0.016512 0.72 1 0.72
"Gaia EDR3 5522403184658266880" 263.9381721622 -1.6853184731 130.40616854238 -44.81525287371 0.6499 0.0877 -4.315 0.092 2.995 0.097 17.850103 0.002992 1.545523 "" "" 0.02086 0.72 1 0.72
"Gaia EDR3 5522403906212785408" 263.9173283339 -1.6971029021 130.37503073677 -44.80603475116 0.6463 0.1161 -4.409 0.121 3.016 0.153 18.344444 0.003135 1.575344 "" "" 0.029349 0.72 1 0.72
